Date,Title,myFinbert
2020-12-21,flyer fume fog hit flight schedule lucknow airport,2
2020-12-22,gujarat 40 mbbs student 2020 passouts previous year,2
2020-12-24,bcci agm board capable right thing,2
2020-12-29,aai hand jaipur guwahati thiruvananthapuram airport adani group january,2
2020-12-30,aai adani group ink agreement,2
2020-12-30,jio seek punjab cm intervention safeguard telecom infra urge action miscreant,2
2021-01-01,adani green get 600mw windsolar hybrid power project seci,2
2021-01-01,closer safe harbour,2
2021-01-03,footfall jaipur airport plunge holiday season,2
2021-01-05,fortune cooking oil ad featuring sourav ganguly taken air temporarily,2
2021-01-05,adani wilmar stop ad featuring sourav ganguly suffers heart attack,2
2021-01-05,sourav ganguly continue brand ambassador adani wilmar dy ceo,2
2021-01-06,city gas project work kochi corporation limit start month,2
2021-01-07,ganguly leaf hospital oil brand heart healthy ad pulled,2
2021-01-09,punjab trade union protest support farmer,2
2021-01-12,makar sankranti adani electricity caution kiteflyers stay away transmission line mumbai,2
2021-01-15,exstaff nrc protest stop ‘ illegal ’ razing,2
2021-01-15,modi government want weaken fci help corporates navjot singh sidhu,2
2021-01-16,mumbai gmr adani godrej seven others bid r 1600 crore csmt revamp,1
2021-01-18,france total acquires 20 stake adani green energy,2
2021-01-18,adani group operated lucknow airport accredited safe travel,2
2021-01-18,two india richest men caught crossfire farming law,2
2021-01-19,flying covid amausi airport soar high top global safety tag,2
2021-01-19,adani group take jaipur guwahati thiruvananthapuram airport midjuly,2
2021-01-19,adani green sell 20 stake 50 solar project total,2
2021-01-20,mumbai adani electricity staff donate blood thalassemia sickle cell haemophilia patient,2
2021-01-21,‘ govt still airport transfer ’ kerala cm pinarayi vijayan,2
2021-01-21,rajasthan high court notice centre relief farmer,2
2021-01-24,gujarat govt ink mou adani port,2
2021-01-25,wealth amassed 100 richest indian pandemic give 138 crore poorest r 94k oxfam,2
2021-01-25,adanis half work problem,2
2021-01-29,gujarat ‘ hrct caught 50 asymptomatic covid case ’,1
2021-01-30,major port create roro infrastructure,2
2021-01-31,adani gas raise cng png price ggl hike rate,1
2021-02-01,fm hit back rahul gandhi crony capital comment budget,2
2021-02-02,gujarat marginal increase seen palm oil price,2
2021-02-03,pil challenge privatisation mangaluru airport,2
2021-02-04,gmr adani among 9 fray r 6500 crore new delhi railway station revamp,2
2021-02-04,haryana rera say project registered notice adani firm broker,2
2021-02-04,adani group bag 5 solar project ap,2
2021-02-04,gmr adani among 9 fray r 6500 cr new delhi station revamp,2
2021-02-05,govt nod incentive adani data centre,2
2021-02-05,help ntpc adani group ap bet big solar power,2
2021-02-07,conservation policy adani ’ turtlesaving plan take shape,2
2021-02-07,adani group check mumbai airport acquiring 235 stake way 74 ownership mial,2
2021-02-10,mumbai 31 renewable source power likely 2023 say adani ceo,2
2021-02-11,bengaluru hacker sriki stole data adani power pc say police,2
2021-02-16,adani port invest r 10000 crore develop dighi port,2
2021-02-24,noida adani get 9 acre phase 2 data centre,2
2021-02-24,hum humare rahul take dig renaming gujarat stadium name 2 end corporates,2
2021-02-26,punjab activist stop train outside adani group silo moga,2
2021-03-02,india add 40 billionaire pandemic year adani ambani see rise wealth report,2
2021-03-04,adani group buy stake gangavaram port ap,2
2021-03-05,lankas claim indian mission approval wct project proposal factually incorrect mea,2
2021-03-05,mumbai 4 dip electricity rate evehicle charging also cheaper,2
2021-03-08,warburg invest r 800cr adani port,2
2021-03-11,maharashtra mahavitarans record power supply 22339 mw tuesday without interruption,2
2021-03-12,power privatisation jerc okay td loss trajectory,2
2021-03-12,gautam adani beat elon musk jeff bezos biggest wealth surge,1
2021-03-13,struggling adanis wealth rise 50 asks rahul gandhi,1
2021-03-16,adani welspun strike gas mum offshore,2
2021-03-17,emami agrotech eye packaged soya market,2
2021-03-18,adani green tie 13 billion dozen bank,2
2021-03-19,global lender back adani solar plant 13 billion,2
2021-03-19,panneerselvam say adani port expansion plan kattupalli,2
2021-03-19,panneerselvam say adani port expansion plan kattupalli,2
2021-03-20,adani arm agel acquire 50 mw solar asset skypower global,2
2021-03-21,adani green acquire 50mw solar asset skypower,2
2021-03-23,33 power mumbai adani add 1000mw,2
2021-03-24,gangavaram port deal give adani 58 stake,2
2021-03-25,sp sell 2 solar plant adani r 446cr,2
2021-03-25,mumbai adani electricity appeal nearly 3 million power user observe earth hour,2
2021-03-25,world biggest wealth surge herald rise india next ambani,2
2021-03-26,mumbai adani appeal nearly 3 million power consumer observe earth hour saturday,2
2021-03-27,adani transmission acquire warorakurnool transmission r 33k crore,2
2021-03-28,adani acquire wktl r 3370 crore,2
2021-03-29,buzz pawarshah meet add spice maharashtra saga,1
2021-04-02,india push back deadline coalfired utility adopt new emission norm,2
2021-04-03,adani group benefit kseb ’ power purchase deal chennithala,2
2021-04-03,kerala state electricity board dismisses corruption claim,2
2021-04-04,reliancebp seek buyer 55 mmscmd gas kgd6,1
2021-04-04,‘ powerrich kerala buying unit adani ’,2
2021-04-05,kseb adani inked shortterm pact chennithala,2
2021-04-06,adani group becomes third indian conglomerate cross 100 billion mcap,2
2021-04-07,adani launch green energy initiative 3 million customer mumbai,2
2021-04-08,adani start green energy drive mumbai city,2
2021-04-12,walmart build massive india warehouse billionaire gautam adani,2
2021-04-13,adani port removed sp index due link myanmar military,0
2021-04-13,flipkart tie adani logistics data hub,1
2021-04-13,flipkart partner adani group data centre chennai,2
2021-04-13,adani commission 50 mw solar power plant chitrakoot,2
2021-04-14,adani enterprise 12 company get industrial land noida,2
2021-04-14,gujarat billiondollar club grows bigger 22,1
2021-04-14,adani port stock dip removal sp index,0
2021-04-18,mumbai youth killed hitandrun riding back home workplace,2
2021-04-19,agel unit bag 150mw torrent power project,2
2021-04-19,environment friendly transformer western suburb adani electricity,2
2021-04-25,covid19 saudi arabia ship 80 metric tonne oxygen india meet growing demand,2
2021-04-26,ahmedabad adani group join effort secure medical oxygen,2
2021-04-27,mumbai adani electricity train employ tribals make one lakh mask,2
2021-04-27,adani secures 12 cryogenic tank dubai,2
2021-04-28,coal plant insurance face green hurdle,2
2021-04-28,mumbai tribals hired stitch 1l mask,2
2021-05-01,adani group set covid care centre ahmedabad,2
2021-05-02,market guided covid19 situation macro data earnings week analyst,2
2021-05-05,cmdesignate stalin urged scrap chennaisalem expressway project allow reopening sterlite plant,2
2021-05-05,coup effect adani ready scrap plan myanmar,2
2021-05-07,mumbai 11hour power cut anger resident goregaon west,2
2021-05-08,india timber hub stare closure payment worth crore pile,2
2021-05-09,adani group procures 51 cryogenic oxygen tank ahmedabad,2
2021-05-10,sensex jump 296 point pharma stock surge,1
2021-05-12,gujarat top new wind power capacity,2
2021-05-12,pledged bse 500 stock ’ value shrink r 16 lakh crore,0
2021-05-17,adani green eye sb energy,2
2021-05-19,adani green buy sb energy green portfolio 35 billion valuation,2
2021-05-19,adani green buy softbankbacked sb energy 35 billion deal,2
2021-05-20,adani co buy sb energy ’ green biz 35 billion valuation,2
2021-05-21,gautam adani 67 billion asia ’ 2nd richest,2
2021-05-21,adani 67bn asia ’ 2nd richest,2
2021-05-22,ppp airport operator seek ‘ cash support ’ government pay staff sustain operation,2
2021-05-22,agel arm transfer 74 stake msel adani tradecom llp,2
2021-05-23,ut seek report progress power privatisation project,2
2021-06-03,tracing gspc ’ stake crash lng project,2
2021-06-04,ajp submits memorandum aai centre ’ decision handing airport adani group,2
2021-06-06,chhattisgarh auction 16 mine next three month cm bhupesh baghel pralhad joshi,1
2021-06-09,gujarat tally firm 5bnplus mcap 3 time since pandemic,1
2021-06-09,need relief urgently sustain operation private airport government,2
2021-06-11,43 billion jump adani ’ fortune fraught many risk,1
2021-06-12,mumbai first 7000 power user get smart meter,2
2021-06-14,adani group say report freeze foreign fund blatantly erroneous,0
2021-06-14,adani group say report freeze foreign fund blatantly erroneous,0
2021-06-14,mumbai 400 adani user opt ‘ green power ’ tariff scheme,2
2021-06-14,share adani group plunged sharply,0
2021-06-14,adani share slump freeze placed foreign fund,0
2021-06-14,sensex nifty fall adani stock weigh cpi data eyed,0
2021-06-15,large holding three fpis adani co made market jittery,2
2021-06-15,adani stock tank nsdl freeze account 3 fpis,0
2021-06-15,adani stock tank nsdl freeze account 3 fpis,0
2021-06-15,adani stock tank nsdl freeze account 3 fpis,0
2021-06-15,adani group share close mixed note,2
2021-06-16,adani stock see mixed reaction,2
2021-06-16,barred adani investor fret three mauritius fund,2
2021-06-17,tycoon gautam adani loses 13 billion worst wealth rout,2
2021-06-18,mystery behind slump adani group company share,0
2021-06-19,think box punjab adani group told,2
2021-06-22,company must go green survive mukesh ambani,2
2021-06-24,adani group begin coal export australia mine year,2
2021-06-25,adani group strike coal australia charmichael project,2
2021-06-30,rajasthan hc cancel allotment public utility land pokhran adani firm,2
2021-07-07,billionaire mukesh ambani gautam adani face race solar domination,2
2021-07-08,mumbai fracas firm cut power unpaid bill,2
2021-07-09,gujarat cng sale cross precovid level petrol price soar,1
2021-07-12,india become 15 trillion economy 2 decade gautam adani,1
2021-07-12,intergenerational holder equity gautam adani confusion mauritius fund,2
2021-07-13,adani group take mumbai airport,2
2021-07-13,adani blame stock crash ‘ reckless ’ reporting,2
2021-07-13,dozen gujarat company yield 100 return one year,2
2021-07-14,create thousand local job adani mumbai airport,2
2021-07-14,mumbai adani consumer opt energy saving discounted new refrigerator,2
2021-07-14,adani green energy get shareholder nod raise borrowing limit r 25ooo crore,2
2021-07-17,adani group extends support kabaddi player harmanjeet,2
2021-07-18,mial veteran r k jain adani group ceo airport,2
2021-07-18,mumbai adani cut supply r 12cr due,0
2021-07-19,regulator probing adani group company noncompliance rule say govt,2
2021-07-20,sebi dri probing adani group co govt tell l,2
2021-07-20,gujarat ’ second roro service set flag,2
2021-07-20,mumbai navi mumbai airport headquarters remain mumbai adani group,2
2021-07-20,communication sebi yet dri matter tribunal adani group,2
2021-07-20,sebi dri probing adani group company government tell lok sabha,2
2021-07-20,adani group stock tumble hit lower circuit,0
2021-07-21,aai committee find adani violation branding logo pact group begin making change,2
2021-07-21,leak affect adani gas supply shela south bopal,2
2021-07-21,mumbai next time let lezim along dandiya congress leader tell adani group,2
2021-07-21,airport ’ headquarters stay mumbai say adani group,2
2021-07-25,cng vehicle registration see rise 301 kerala,2
2021-07-26,adani dp world may join nargol port race,2
2021-07-28,four fund 7 billion adani history wrong bet,2
2021-07-28,adani enterprise get land noida data centre billed one largest country,2
2021-07-28,nsdl clarifies three account fpis adani group firm,2
2021-07-29,noida allots plot adani data centre,2
2021-08-01,adani group gather detail jaipur airport takeover october,2
2021-08-02,mumbai shiv sena worker damage adani airport signboard,2
2021-08-02,adani wilmar plan raise r 4500 crore ipo file draft paper sebi,2
2021-08-03,‘ adani airport ’ signage damaged shiv sena worker mumbai,2
2021-08-04,adani port net profit jump 77 r 1342 crore june quarter,1
2021-08-05,tata adani kolkatabased firm top bidder r 871 crore,1
2021-08-05,adani group take guwahati airport october,2
2021-08-06,adani group set take guwahati airport october,2
2021-08-06,adani co bag coal block gondkhairi,2
2021-08-08,footfall double jaipur airport one month,2
2021-08-15,gujarat adani group build super app,2
2021-08-17,adani buy road asset sadbhav,2
2021-08-20,adani shuts ludhiana logistics park farmer continue siege,2
2021-08-20,maharashtra adani employee donate clothes floodhit markandi village ratnagiri district,2
2021-08-21,jaipur aai continue operate cargo terminal adani group take,2
2021-08-21,draft rule etail queer pitch tata adani ’ super app plan,2
2021-08-21,sebi keep adani wilmars r 4500 crore ipo abeyance,2
2021-08-21,draft rule etail queer pitch tata adani ’ super app plan,2
2021-08-22,message sebi wilmar ipo adani group,2
2021-08-22,message sebi wilmar ipo adani group,2
2021-08-26,adani electricity one biggest achievement three year reduction average power tariff 18,2
2021-08-26,mumbai new meter lower bill malad forest zone,2
2021-08-27,adani lt among race pslv contract,2
2021-08-30,govt unlocks idling tata adani power plant calm price energy exchange,2
2021-08-31,tata adani allowed sell power bourse,2
2021-09-02,35000 take jab lucknow cross milestone 27 lakh vaccine dos,1
2021-09-06,govt put captive coal miner week ’ notice boost power plant supply,2
2021-09-06,faceoff rsslinked magazine attack infosys trigger debate,2
2021-09-08,indian railway seek private sector feedback station plan bharti realty adani infra show interest,2
2021-09-09,13 airport privatised 7 small airport clubbed 6 big one ppp round,2
2021-09-09,despite enough coal stock adani keep plant shut,2
2021-09-12,pil challenge sale ap govt ’ stake gannavaram port,1
2021-09-12,adani group name dropped ’ luru airport board,2
2021-09-15,adani airport takeover next month run rough weather local resist runway extension,2
2021-09-19,takeover gangavaram port adani get andhra pradesh nod,2
2021-09-20,cci approves adani port special economic zone 10 stakebuy gangavaram port,2
2021-09-21,gautam adani throw 20billion green energy gauntlet mukesh ambani,2
2021-09-22,cong want scmonitored probe gujarat drug haul amazon bribery case seek answer pm,2
2021-09-22,soon yulu ebike user get 24x7 battery charging access across mumbai,2
2021-09-23,adani group announces gpl takeover,2
2021-09-23,gujarat sez export 11 august,1
2021-09-24,tata power installs 20000 smart meter mumbai target 50000 early 2022,2
2021-09-25,tatas lead wealth creation among india ’ biz house,2
2021-09-25,govt adani group collusion say oppn,2
2021-09-25,tatas lead wealth creation among india ’ business house,2
2021-09-29,adani loses gujarat gas city gas distribution network,0
2021-09-29,set aside compensation r 73l adani,2
2021-10-01,adani ’ wealth surge 261 asia ’ second richest,1
2021-10-01,sc seek adani power ’ response gujarat urja ’ curative plea,2
2021-10-02,mumbai host 1st electric car rally today,2
2021-10-02,green mumbai drive 2021 firstever electric car rally held create awareness,2
2021-10-03,adani raise cng png price,1
2021-10-04,adani group invest 20 billion become world ’ largest renewable power company 2030,2
2021-10-04,congress probe supreme court judge drug haul mundra port,0
2021-10-05,solar sector see high innovation disruption adani,0
2021-10-06,nia take probe seizure around 3000 kg heroin mundra port gujarat,2
2021-10-07,adani raise cng png price,1
2021-10-08,odisha cm naveen patnaik push farmmarket linkage,2
2021-10-09,gujarat government talk private firm restarting power supply,2
2021-10-10,mumbai new tree every consumer opting paperless electricity billing,2
2021-10-10,adani group take jaipur international airport tonight,2
2021-10-11,adani port stop handling container iran pakistan afghanistan,2
2021-10-12,adani group begin operation jaipur international airport,2
2021-10-12,mundra drug haul adanis ban afghanistan pakistan iran cargo,2
2021-10-12,cargo pakistan iran afghanistan say adani port,2
2021-10-12,adani group likely take trivandrum international airport operation week,2
2021-10-13,gujarat adani cng png price third time 2 week,1
2021-10-13,bcci extends deadline purchasing tender document new ipl team,2
2021-10-14,adani group officially take tvm airport,2
2021-10-14,rajasthan get 20 coal rake claim energy secretary,2
2021-10-14,adani group take operation thiruvananthapuram international airport,2
2021-10-15,tehran unhappy adani port decision handle cargo iran,2
2021-10-15,iran opposes adani move handle cargo,2
2021-10-15,state transcos pvt gencos make killing power exchange,2
2021-10-17,70foot effigy pm modi burnt jind,1
2021-10-18,richest indian get richer record speed,2
2021-10-19,gujarat urja vikas nigam ltd gush price crash power exchange,0
2021-10-19,cng price continue rise ahmedabad,1
2021-10-19,mundra heroin haul case national investigation agency get 10day remand three,2
2021-10-20,tamil nadu likely stop import river sand,2
2021-10-21,manchester united owner show interest ipl franchise,2
2021-10-21,power privatisation chandigarh ball back centre ’ court,2
2021-10-24,new ipl team bcci expecting r 7k cr r 10k cr two new team adani goenka aurobindo fray,2
2021-10-26,corporates approach best source green energy consumption,2
2021-10-26,rpsg bag lucknow franchise ₹7k cr cvc ahmedabad ₹56k cr,1
2021-10-26,adani group exploring investment sri lankas renewable energy sector official,2
2021-10-28,blending imported coal may increase electricity cost 30 aipef,2
2021-10-29,adani pick significant minority stake flipkarts ota cleartrip,2
2021-10-30,adani buy 20 cleartrip bid boost superapp play,1
2021-10-30,adani buy 20 stake cleartrip,2
2021-11-01,climate clash two billionaire ambani adani hydrogen,2
2021-11-02,adani consumer opting green energy reduce co2 emission 26000 tonne,2
2021-11-07,seci offer price lowest say andhra pradesh energy secretary dr srikanth,2
2021-11-08,adani target food staple business expansion,2
2021-11-12,adani electricity power chartered bike provide lastmile delivery solution,2
2021-11-14,dangerous entrance adani office,2
2021-11-17,rajasthan power rate 33 paisaunit 90 day due rising coal cost,2
2021-11-17,new cargo terminal ahmedabad airport operational next week,2
2021-11-19,india seizes radioactive substance way karachi shanghai mundra port,2
2021-11-19,let ’ recognise modi tried hard,2
2021-11-20,india combat climate change set example rest world follow,2
2021-11-22,mumbai adani foundation launch project 25 bmc school,2
2021-11-23,chartered bike deploy 2000 electric bike 200 charging station mumbai,2
2021-11-23,r 3000 crore solar plant come tamil nadu soon,2
2021-11-27,gujarat high court seek report receding seashore along kutch coast,2
2021-11-30,23 year making new mumbai airport finally get going,2
2021-12-01,‘ phasing ’ coal realistic optimistic objective,1
2021-12-02,adani meet mamata discus investment scenario bengal,2
2021-12-03,uttar pradesh ganga expressway built adani group irb infrastructure,2
2021-12-03,lt renew tie green hydrogen,2
2021-12-03,adani talk business prospect west bengal cm mamata banerjee,2
2021-12-05,india need coal change coming,2
2021-12-14,gail look bring india first electrolyser may hire ship ferry lng u,2
2021-12-20,adani group build 80 594 km meerutprayagraj ganga eway,1
2021-12-21,uttar pradesh adani group set build country longest eway ganga expressway r 17000 crore,2
2021-12-24,nclt extends lender ’ vote adani bid realty company,2
2021-12-27,adani group start export australia carmichael coal mine,2
2022-01-01,india biggest achievement 2021 isnt talked,2
2022-01-01,man held wife commits suicide 4 kid aurangabad,2
2022-01-01,sensex gain 22 2021 end 58k,1
2022-01-01,sensex gain 22 2021 end 58k,1
2022-01-05,adani win key coal tender india act avoid energy crisis,2
2022-01-05,mukesh ambanis succession plan need three superstar,2
2022-01-05,airport staff felicitated work,2
2022-01-09,anil adani group vehicle new energy business,2
2022-01-09,adani power give r 11000 crore claim settle gujarat ppa dispute,2
2022-01-10,adani csr paediatric icu,2
2022-01-10,adani power file contempt plea r 6 738 crore rajasthan due,2
2022-01-10,adani power drop r 11000 crore claim settle ppa dispute,2
2022-01-11,adani power ’ contempt plea sc 3 raj discoms,2
2022-01-11,bail petition ‘ serial offender ’ power theft case rejected,2
2022-01-13,mumbai adani electricity warns citizen flying kite close transmission line makar sankranti,0
2022-01-13,reliance adani plan big investment gujarat,2
2022-01-13,adani group posco sign agreement develop steel mill,2
2022-01-13,south korea posco adani eye steel mill project 5 billion pact,2
2022-01-14,adani enters steel business 5 billion posco pact,2
2022-01-14,posco adani join hand 5 billion steel project gujarat,2
2022-01-14,adani enters steel biz 5bn posco pact,2
2022-01-15,megha pip adani bag gas licence 15 area across india,2
2022-01-17,sexual abuse allegation airport official,2
2022-01-20,adani group balrampur chini mill dream 11 come board sponsor,1
2022-01-21,airport official sexual assault case surrender,2
2022-01-21,airport official sexual assault case surrender,2
2022-01-21,adani wilmar fix ipo price band r 218230 per share plan raise r 3600 crore,1
2022-01-21,‘ adani ’ vehicle co get approval trademark,2
2022-01-22,adani wilmar ipo open january 27,2
2022-01-26,adani wilmar ipo open today raise r 3600 crore,1
2022-01-27,adani wilmar ipo subscribed 57 day 1 offer,2
2022-01-31,adani merge rail ops single company,2
2022-01-31,adani merge rail ops single co,2
2022-02-01,power gencos shut due paid supreme court,2
2022-02-01,ahmedabad adani gas invest r 20000 crore gas distribution business,2
2022-02-01,maharashtra maximum power due sc tell msedcl pay 50 adani,2
2022-02-03,adani green energy ’ q3 net rise 20,1
2022-02-03,adani power asks maharashtra discom pay r 10000 crore february 28,2
2022-02-04,adani green energy raise r 612cr debt refinancing,2
2022-02-05,taker greenfield port nargol,2
2022-02-05,agel raise 612cr debt refinancing,1
2022-02-05,ambani adani richer zuckerberg report,2
2022-02-06,adani form unit set data centre mumbai,2
2022-02-08,adani wilmar valued 45 billion market debut,2
2022-02-08,billionaire gautam adani overtakes mukesh ambani asia ’ richest person,2
2022-02-08,allow anyone use sri lankan soil attack india sl foreign minister,2
2022-02-08,adani wilmar share debut discount recover later settle 16 gain,1
2022-02-09,adani pip ambani become asia ’ richest,2
2022-02-09,adani pip ambani become asia ’ richest,2
2022-02-09,supreme court approves gujarat urjaadani settlement,2
2022-02-09,mukesh ambani regains richest asian tag surpasses gautam adani,2
2022-02-09,adani pip ambani become asia ’ richest,2
2022-02-10,adani jindal race videocon ’ ops,2
2022-02-10,adani jindal race videocon ’ ops,2
2022-02-10,assam guwahati airport awarded best customer service covid time,2
2022-02-10,adani became richer ambani,2
2022-02-11,karan adani meet west bengal cm mamata banerjee chief secretary nabanna,2
2022-02-11,adani wilmars marketcap cross r 50000 crore,2
2022-02-12,powermen go 72hour strike feb 22 city,2
2022-02-14,avppl release csr activity report,2
2022-02-15,adani wilmar post 66 rise q3 net,1
2022-02-15,consortium led adanibacked firm assembled integrated tested isros earth observation satellite,2
2022-02-15,award startup company,2
2022-02-16,mumbai colony chembur plunge darkness due nonpayment r 99 crore electricity bill,2
2022-02-16,mumbai tree cut aarey green want know,2
2022-02-17,today fifth day work done adani ltd,2
2022-02-17,aarey tree axed green protest,2
2022-02-17,chembur area go without power ₹99cr arrears,2
2022-02-18,adani energy damaging road removing debris,2
2022-02-21,tile removed fixed adani energy,2
2022-02-22,chandigarh powermen go strike 72 hour talk fail,2
2022-02-23,mumbai man ventilator face power cut bill default,2
2022-02-23,top gujarat firm skid ukraine crisis,0
2022-02-24,gangavaram port clock record cargo handling,1
2022-02-24,mumbai power bill arrears siddharth colony chembur cross r 100 crore,2
2022-02-24,navi mumbai animal activist concerned fate 300 dog airport site construction begin,2
2022-02-25,chembur hsg colony ’ power bill due 100 crore adani,2
2022-02-25,top 15 gujarat company shed r 92000 crore sensex dive,0
2022-02-26,chembur colony told clear power due post2019,1
2022-03-01,weekly domestic service tvm airport,2
