Date,Title,FinBERT
10/8/2022,bjp’s rathore targets cm for sharing stage with adani,1
10/8/2022,"gautam adani to invest rs 65,000 crore as rajasthan summit attracts solar projects",2
10/8/2022,"adani, vedanta, torrent to build cricket infra in rajasthan",2
10/8/2022,rajasthan govt hasn't given preferential treatment to adani: rahul gandhi,1
10/9/2022,"rahul stand on adani’s raj investment is height of hypocrisy, says bjp",1
10/9/2022,rahul gandhi backs ashok gehlot’s welcome to adani group,2
10/9/2022,"rajasthan needs jobs, so gautum adani or amit shah's son is welcome: cm ashok gehlot",2
10/9/2022,adani group seeks kerala government's urgent intervention,2
10/10/2022,parties back crony capitalists: arundhati roy,1
10/10/2022,billionaire adani’s group said to be in talks for jaiprakash’s cement unit for $606 million,1
10/10/2022,"hul, tata motors, and other stocks in news today",1
10/10/2022,vizhinjam port construction: kerala govt to hold talks with adani group on thursday,1
10/11/2022,"adani electricity introduces scheme to buy energy efficient fans, acs at huge discount",2
10/11/2022,adani group gets nclt nod for acquiring gangavaram port,2
10/11/2022,google takes on lease 4.64 lakh square feet space at adani data centre in noida,2
10/11/2022,apsez gets nclt nod to acquire gangavaram port; portfolio swells to 12 ports,2
10/11/2022,"adani ports, infosys, bajaj auto and other stocks in news today",1
10/11/2022,"‘adani skills prog made 1,500 rural women self-reliant’",1
10/11/2022,adani gets nclt nod to buy ap port,2
10/11/2022,adani co buys 3 inox wind projects,1
10/11/2022,"jal in talks for cement business sale with adani, ultratech",1
10/12/2022,"police protection for vizhinjam port: file compliance report, hc tells kerala govt",1
10/12/2022,adani data networks gets licence for full fledge telecom services,1
10/12/2022,"equity inflows surge 139% in september, icici bank sees biggest outflows from mutual funds",2
10/13/2022,"west bengal: karan adani given tajpur port loi, work to begin in 18 months",2
10/14/2022,how gehlot and adani gave rahul a taste of reality,1
10/14/2022,"supreme court stops adani takeover of cwc warehouse, raps hc",0
10/15/2022,not evaluating proposal to buy jaypee cement: adani,1
10/15/2022,adani co gets loa from fci for silo complexes,1
10/15/2022,"adani seeks ok to distribute power in thane, navi mum",2
10/15/2022,5 qualities that made adani india's richest man,2
10/16/2022,ahmedabad: airport worker hands over 1kg of gold found in washroom to customs officials,1
10/18/2022,aai move to give kerala airport to adani fine: sc,1
10/19/2022,gautam adani acquires aircraft repair business in rs 400 crore deal,1
10/19/2022,adani says committed to open offer for ndtv,2
10/19/2022,adani acquires aircraft repair business in rs 400cr deal,1
10/19/2022,ambuja allots warrants to adani family,1
10/19/2022,"adani enterprises, hcl tech, tata motors and other stocks in news today",1
10/20/2022,"uber teams up with adani airports to deliver seamless, cashless experience to fliers",2
10/20/2022,"adani, gmr, l&t in race for rs 23,000 crore up smart meter tender",2
10/20/2022,gujarat: phishing website of adani group club created,1
10/20/2022,"solar projects lose duty sop, rs 25 k crore investment may be hit",0
10/21/2022,hcl tech founder nadar tops hurun philanthropy list,1
10/23/2022,kerala: court stays ncp leader’s dismissal from party,0
10/25/2022,police protection for vizhinjam port: adani group's plea postponed for 9th time as govt seeks time,1
10/25/2022,gujarat companies' stocks shine despite pressure on markets,2
10/26/2022,"kerala govt seeks more time, hearing postponed",1
10/27/2022,adani group set to buy salt lake start-up,2
10/27/2022,jharkhand: adani's gondalpura coal plan faces local resistance,1
10/28/2022,violence marks 100th day of vizhinjam stir,2
10/28/2022,"noida sees big jump in investment proposals by firms, land allotment",2
10/28/2022,"vizhinjam port: don't take law into hands, kerala hc tells protesters",1
10/29/2022,how gujarat is beating maharashtra in biz investments,2
10/29/2022,"will take strict measures if peace is disturbed, says kerala hc",1
10/30/2022,adani group to invest $150 bn in pursuit of $1 trillion valuation,2
10/31/2022,"adani group to invest $150 billion, focus on green",2
10/31/2022,here are the top 20 billionaires who have lost over $700 billion so far this year,1
11/1/2022,"sun pharma, axis bank, adani ports and other stocks in news today",1
11/1/2022,vizhinjam samiti seeks probe into funding charge,1
11/1/2022,adani ports q2 profit rises 65%,2
11/1/2022,"vizhinjam port: remove obstructions, hc tells protesters",1
11/2/2022,"arch-rivals bjp, left unite to back adani port in kerala",1
11/2/2022,land along aligarh & kanpur nodes alloted,1
11/2/2022,"cpm & bjp in kerala: divided over governor, united on adani",1
11/2/2022,adani transmission q2 net profit dips 32.7%,1
11/2/2022,"apsez net profit up 65% to 1,738cr in q2",2
11/3/2022,adani total gas posts 12% decline in q2 net profit,0
11/3/2022,"adani total gas q2 profit edges higher, helped by higher sales prices",2
11/3/2022,adani enterprises revenue nearly triples in q2,2
11/3/2022,adani wilmar quarterly results: profit plunges 73%,0
11/3/2022,adani enterprises q2 profit more than doubles,2
11/3/2022,mangalore airport to change name to mangaluru,1
11/3/2022,atl net profit dips 32.7% to 194cr in q2,0
11/3/2022,adani total gas net drops 12% in q2,0
11/4/2022,adani total gas net declines 12% in q2,0
11/4/2022,adani enterprises registers 3-fold jump in q2 revenues,2
11/4/2022,adani’s flagship firm set for record high after 117% profit jump,2
11/5/2022,ahemadabad airport tariff hike only after nod from stakeholders,2
11/7/2022,"adani group continues to seek equity partners, says creditsights",1
11/8/2022,vizhinjam international seaport: hc expresses displeasure at kerala govt,0
11/9/2022,"adani ports acquires 49.38% stake in iotl for rs 1,050 crore",2
11/9/2022,"adani’s edu project aids govt students, says study",1
11/9/2022,"adani ports acquires 49% stake in indian oiltanking ltd for rs 1,050 crore",2
11/9/2022,adani ports to buy 49% stake in indian oiltanking,2
11/10/2022,"zomato, nykaa, axis bank anad other stocks in news today",1
11/11/2022,"new delhi & ahmedabad railway station redevelopment: adani realty, l&t, tata projects attend pre-bid meetings",1
11/11/2022,asia's richest man challenges china in show of support for pm modi,2
11/11/2022,morbi bridge tragedy: adani to donate rs 5 crore for children who lost a parent,2
11/11/2022,adani power q2 profit at rs 696 crore,2
11/11/2022,adani power posts q2 net profit jumps 201.6% to rs 696 crore,2
11/11/2022,"gautam adani, ril bid for bankrupt future retail",1
11/11/2022,"zomato, adani green, suzlon energy and other stocks in news today",1
11/11/2022,is adani india's cash cow in clash with china in lanka?,2
11/11/2022,agel reports 49% rise in q2 net at 149cr,2
11/11/2022,shriram general insurance q2 net profit up 5%,2
11/12/2022,cm inspects biogas plant at gobardhan yojna site,1
11/12/2022,"adani realty, l&t among firms keen on ndls revamp",1
11/13/2022,jio strongest telecom brand in india: tra,2
11/13/2022,jharkhand: congress legislator seeks 75% job quota for locals in adani plant,2
11/14/2022,gautam adani gets approval for ndtv open offer boosting takeover bid,1
11/14/2022,"adani power, lic, spicejet, abbott india and other stocks in news today",1
11/14/2022,sebi approves adani group's open offer for 26% stake in ndtv,2
11/15/2022,adani group funds surgery of lucknow girl with serious heart condition,1
11/15/2022,sebi clears adani's plan for ndtv open offer,1
11/16/2022,"adani foundation celebrates children’s day with slum kids, parents in varanasi",1
11/16/2022,police protection for vizhinjam port: kerala hc postpones hearing,1
11/17/2022,"gautam adani, world’s third-richest person, considering opening family office in dubai or new york",2
11/17/2022,dharavi redevelopment project: adani firm among 3 bidders,1
11/18/2022,mega logistics park for cargo handling to come up in kanpur,1
11/19/2022,"india will be world’s 2nd largest economy, net exporter of green energy by 2050: adani",2
11/19/2022,"india to be world's 2nd largest economy by 2050, to add a trillion dollar to gdp every 12-18 months: gautam adani",2
11/21/2022,"tata motors, zomato, ongc and other stocks in news today",1
11/21/2022,"india to lead from front, help navigate eco recovery: piyush goyal",2
11/21/2022,adani group's rs 493-cr open offer for ndtv to open on tuesday,2
11/22/2022,adani group’s open offer for ndtv starts today,1
11/22/2022,mukesh ambani: indian economy to grow 13-fold to $40 trillion by 2047,2
11/22/2022,ground analysis begins for 6-laning of kagal-satara stretch of nh 48,1
11/22/2022,mukesh ambani says indian economy to grow 13-fold to $40 trillion by 2047,2
11/22/2022,adani group's rs 493-crore open offer for ndtv starts today,1
11/22/2022,"vizhinjam port: won't block heavy vehicles, protestors tell kerala hc",1
11/23/2022,gautam adani weighs raising $5 billion in equity as banks urge deleveraging,2
11/23/2022,gautam adani's mega port hangs in balance as a fishing community protests,1
11/23/2022,adani’s flagship company eyes $1.8 billion from share sale,2
11/23/2022,"adani group’s cash generation ability underappreciated, m&g says",1
11/24/2022,adani open offer: nearly 28 lakh ndtv shares tendered by day 3,1
11/24/2022,"keystone realtors, fino payments bank, indigo and other stocks in news today",1
11/24/2022,explained: why mukesh ambani and gautam adani are bullish about indian economy,1
11/24/2022,gautam adani looks to raise $5 billion from wealth funds,2
11/25/2022,"takeover of ndtv a 'responsibility', says india's richest man gautam adani: report",1
11/25/2022,"morbi ex gratia of rs 4 lakh too little, make it rs 10 lakh: hc tells government",1
11/25/2022,"gautam adani, asia's richest man, makes a $5 billion bet to silence debt-obsessed critics",2
11/25/2022,"adani's board to meet today to decide on rs 20,000 cr fpo: all you need to know",1
11/26/2022,adani enterprises to raise rs 20k crore in country's largest fpo,2
11/27/2022,thiruvananthapuram: anti-adani and pro-port groups confront each other at vizhinjam,1
11/27/2022,adani transmission seeks to supply more power in mumbai metropolitan region,2
11/28/2022,what the adani-ndtv open offer is all about,1
11/28/2022,a third of adani’s ndtv offer subscribed despite steep discount,1
11/28/2022,"adani port protest in kerala: 3,000 booked for attack on vizhinjam police station",1
11/28/2022,at least 36 police personnel hurt in clashes with adani port protesters,0
11/28/2022,ndtv says founder entity transfers shares to adani group,1
11/29/2022,workers protest at godda power plant site after death of two colleagues,1
11/29/2022,"adani group bags dharavi redevelop project with a rs 5,069 crore bid",1
11/29/2022,vizhinjam samara samithi demands judicial inquiry,1
11/29/2022,the next big adani-ambani battle is about you,2
11/29/2022,"3,000 booked for vizhinjam attack",2
11/29/2022,"adani group bags dharavi redevelopment project with bid of rs 5,000 crore",2
11/29/2022,"ensure law & order, kerala hc to govt",1
11/30/2022,kerala govt vows adani port as onam gift,1
11/30/2022,"prannoy roy, radhika roy quit ndtv holding company, adani arm gains control",1
11/30/2022,"adani power asks raj to pay ₹1,376cr late fee, govt to move supreme court",2
11/30/2022,"mumbai: adani second time lucky, bags dharavi revamp project with rs 5,069 crore bid",1
11/30/2022,barsana set to get adani biogas plant,1
12/1/2022,make in odisha conclave 2022: proposals worth rs 7.26 lakh crore received on first day,2
12/1/2022,"india's top ten most valuable companies: ril tops list yet again, but adani gains most in a year",2
12/2/2022,deploying central forces at vizhinjam port: kerala hc seeks union government's views,1
12/2/2022,ndtv shares sail northwards amid adani group takeover bid,2
12/2/2022,adani companies offset mcap losses by tech firms,0
12/2/2022,adani green raises $200mn to refinance debt,2
12/3/2022,mumbai: adani partners with mmrda for metro power,1
12/3/2022,"can central forces be deployed at vizhinjam seaport site, kerala hc asks centre",1
12/4/2022,kerala: mediation efforts begin to resolve vizhinjam standoff,1
12/4/2022,mcap of eight of top-10 most valued firms climb rs 1.15 lakh cr; reliance biggest winner,2
12/5/2022,minister ahammad devarkovil: no need for aid to ensure law & order,1
12/5/2022,billionaire gautam adani becomes ndtv's biggest shareholder after open offer,1
12/5/2022,adani green now world’s largest wind-solar hybrid power developer,2
12/6/2022,"adani bags 8% in ndtv open offer, total hits 37%",2
12/6/2022,gautam adani among 3 indian billionaires on forbes asia heroes of philanthropy list,1
12/7/2022,"protesters blink, withdraw 138-day kerala port agitation",1
12/7/2022,free health camp in h’bag village,1
12/7/2022,"vizhinjam stir: govt has met most demands, says kerala cm pinarayi vijayan",1
12/8/2022,"led by reliance, two adani companies, top 100 firms create rs 92.2 lakh crore wealth during fy17-22",2
12/8/2022,"protesters remove pandal & cops, barricades",1
12/8/2022,port: hc closes contempt cases against govt,1
12/8/2022,adani's $900 million port build restarts as villagers end protest,1
12/9/2022,"hul, paytm. lupin and other stocks in news today",1
12/9/2022,"in charts: india's largest, fastest and most consistent stocks of 2022",2
12/10/2022,why india must learn to live with agitations,1
12/10/2022,mcap: 20 desi companies in top 500 list,1
12/10/2022,steps are on to compensate construction delay: minister,1
12/11/2022,ndtv to give 2 board seats to adani group firm,2
12/12/2022,"dalmia bharat unit to buy jaiprakash cement, power assets for $687 million",2
12/12/2022,ndtv to give 2 board seats to adani firm,2
12/12/2022,how politics and church influenced kerala port protests,1
12/12/2022,suniel shetty: the credit for dharavi bank and thalaivan’s success goes to the entire team- exclusive,2
12/13/2022,"dalmia bharat to acquire jaypee’s cement, power biz",2
12/14/2022,"one97 communications, axis bank, adani transmission and other stocks in news today",1
12/15/2022,min meets adani group officials,1
12/15/2022,port minister ahammad devarkovil meets adani group officials,1
12/16/2022,gangavaram port increases storage space,2
12/16/2022,"2 hp cement plants shut, fear of losing livelihood looms",0
12/17/2022,cement plants’ closure: transporters are now ready for conditional talks,1
12/18/2022,govt rides on ‘invest raj’ summit to claim record investments in state,2
12/18/2022,"ambani to take on itc, patanjali, tata, adani with fmcg brand 'independence'",1
12/18/2022,ipos in 2022: fund mobilisation halves to rs 57k cr; new year may be even quieter,1
12/20/2022,deadlock on closure of cement plants in himachal pradesh continues as talks remain inconclusive,1
12/20/2022,"truck operators protest, demand reopening of plant",1
12/21/2022,adani transport to bid for orr on 30-year lease,2
12/21/2022,"dabur india, bharti airtel, adani green energy and other stocks in news today",1
12/21/2022,hp truck operators continue protest over freight rates,0
12/21/2022,adani foundation to upgrade 3 roads in mudarangadi gp,2
12/22/2022,"ril, bandhan bank, sula vineyards and other stocks in news today",1
12/23/2022,plant closure: owner offers to relocate employees,0
12/23/2022,billionaire gautam adani to control nearly 65% of ndtv as founders sell stake,1
12/24/2022,roys to sell most of their stake in ndtv to adani,2
12/24/2022,extending aidto underfed children,2
12/24/2022,roys to sell most of their stake in ndtv to gautum adani,1
12/26/2022,adani effect propels india stocks past most world markets in 2022,2
12/28/2022,deadlock over freight continues,2
12/28/2022,gujarat growth runway: plane purchases spike,2
12/29/2022,profit growing at twice the rate of debt: gautam adani,2
12/29/2022,how ambani became the alibaba and alphabet of india,2
12/29/2022,profit growing at twice the rate of debt: adani,2
12/30/2022,"adani takes control of ndtv, buys promoters at 17% premium to open offer price",2
12/30/2022,transporters stop cement trucks from entering hp,1
12/30/2022,adani purchase of ndtv founders' stake may test acquisition rules,1
12/31/2022,bilaspur truckers protest against closure of barmana cement plant,1
12/31/2022,"anant ambani, karan adani on maharashtra economic advisory council",1
12/31/2022,"adani takes over ndtv, founders roys quit",2
12/31/2022,"adani takes over ndtv, roys quit",2
12/31/2022,"mumbai: adani electricity to procure 1500 mw power, 51% from renewable sources",1
12/31/2022,"mumbai: adani electricity starts procuring 1,500 mw power",1
1/1/2023,"mla supports truckers’ protest, asks cm to act",1
1/3/2023,"adani to up ndtv open offer price, match payment to roys",1
1/4/2023,"gautam adani to roll out 5g for cos, apps for consumers",1
1/4/2023,"adani to roll out 5g for cos, apps for consumers",1
1/4/2023,big tariff relief for imported coal-fired power plants,2
1/4/2023,"ipo fund raising halves in 2022, 40 ipos gave an average listing gain of 10% only",2
1/4/2023,"86,000 power company staffers to strike today against adani expansion in maharashtra",1
1/5/2023,mukesh ambani driving $75 billion green bet as scions helm other reliance units,1
1/5/2023,vizag prepares for cm visits,1
1/5/2023,"maharashtra congress chief nana patole objects to anant ambani, karan adani on economic advisory council",1
1/5/2023,"marico, hul, adani ports and other stocks in news today",1
1/6/2023,adani seeks land near noida airport for warehouse project,1
1/6/2023,"mumbai roadshow yields proposals worth rs 5 lakh crore, claims up govt",1
1/7/2023,"now, torrent seeks licence in msedcl areas",1
1/7/2023,deadlock over cement freight rates enters 24th day in hp,2
1/7/2023,adani among potential bidders for ptc india,1
1/8/2023,"vessel tilts at gujarat's mundra, stabilized",1
1/8/2023,two die in godda road accident,1
1/8/2023,ap looks to become leader in green energy,2
1/9/2023,gautam adani says regrets not completing college education,1
1/9/2023,india's time as land of big opportunities has arrived: gautam adani,2
1/9/2023,adani: india poised to be land of big opportunities over next 40-50 years,2
1/10/2023,adani-led group completes purchase of israel's haifa port,2
1/10/2023,adani wilmar sees q3 sales growth in high single digits,2
1/10/2023,federation against private distribution licence plea in pune,1
1/11/2023,aipef raises objection against parallel license to adani power in noida and greater noida,1
1/11/2023,tata reviews super app strategy as sales may miss target by 50%,1
1/11/2023,"adani group plans to invest rs 60,000 crore in mp in various sectors",2
1/11/2023,"tata motors, adani wilmar, ntpc and other stocks in news today",1
1/12/2023,'cement industry showing positive signs of growth',2
1/13/2023,"ndtv says president, other senior executives resign",1
1/13/2023,adani’s petition for parallel distribution against govt norms; up power commission,1
1/13/2023,avoid flying kites near overhead power transmission lines during makar sankranti in mumbai: adani electricity,1
1/14/2023,demand for cement in the country is robust as prices stay constant,2
1/14/2023,no end to cement plants’ issue,1
1/14/2023,adani electricity mumbai limited warns against flying kites near overhead transmission lines,1
1/14/2023,three senior ndtv execs step down,0
1/16/2023,"adani group ‘to grow million trees by 2023,’ pledges gautam adani",2
1/17/2023,these zodiac signs are likely to become more powerful,2
1/18/2023,"in a first, adani to deploy hydrogen-powered trucks",1
1/18/2023,"itc, adani enterprises, indusind bank and other stocks in news today",1
1/18/2023,"rs 20,000 crore adani enterprises fpo opens on january 27: what should investors do?",1
1/18/2023,adani inks deal with ashok leyland for co-developing hydrogen-fuel cell trucks,2
1/18/2023,adani enterprises fpo offer: 10%-15% discount for investors,2
1/19/2023,adani’s rs 20k crore fpo to help lower debt,2
1/19/2023,psu officer duped in power scam,1
1/19/2023,adani’s rs 20k cr fpo to help lower debt,2
1/19/2023,adani now plans to enter water segment; fpo opens january 27,2
1/19/2023,"hul, asian paints, tata motors, adani enterprises and other stocks in news",1
1/19/2023,no plans for entry into telecom sector: adani group,1
1/20/2023,it’s destination gujarat for up panel on mission investment,1
1/20/2023,adani looks to develop non-aero biz for airports,1
1/20/2023,asia’s richest man gautam adani sees an ‘indian summer’ after snowless davos,2
1/20/2023,"here's what gautam adani has to say on chatgpt, layoffs in tech industry",1
1/20/2023,"hul, ril, adani enterprises and other stocks in news today",1
1/20/2023,"adani’s discount share sale tries to woo public, silence critics",1
1/21/2023,"gautam adani, asia’s richest man, plans on ipos for at least five companies",2
1/21/2023,"up gis: proposals worth rs 41,000 crore at gujarat roadshow",2
1/21/2023,"talks between cement plants, truckers fail",1
1/21/2023,vizag would become capital in a couple of months: andhra pradesh it minister gudivada amaranth,2
1/21/2023,adani group plans to demerge more business; dismisses debt concerns,1
1/22/2023,new noida business plan eyes big gains from gis,2
1/22/2023,private power utilities seek up to 30% hike in tariff in mumbai,2
1/22/2023,"four of top-10 firms add rs 82,481 crore in mcap; hdfc bank, adani total shine",2
1/22/2023,‘power tariff hike likely due to rise in coal prices’,2
1/22/2023,"adani group to spin off hydrogen, airports, data centre businesses by 2028: cfo",1
1/24/2023,gautam adani slips to 4th position in global billionaires ranking,0
1/24/2023,"now, best proposes up to 18% hike in power tariffs",2
1/25/2023,hindenburg’s short sell call shaves $12 billion off gautam adani stocks,1
1/25/2023,'let the journey begin': bcci garners rs 4669.99 crore for sale of 5 women's premier league teams,2
1/25/2023,adani enterprises' $2.5 billion share offering oversubscribed by anchor investors: report,1
1/25/2023,"sensex plunges over 750 points as financial, it shares drag; adani group stocks sink",1
1/25/2023,"hindenburg shorts adani group, flags debt and accounting concerns",1
1/25/2023,this marks the start of an era: overseas stars after wpl bids,2
1/26/2023,ahmedabad franchise in women's premier league to be called 'gujarat giants',1
1/26/2023,mala fide attempt to damage fpo: adani,1
1/26/2023,adani says examining legal options against hindenburg,1
1/26/2023,adani group slams report that sent stocks crashing,0
1/26/2023,"hindenburg research stands by its report on adani, will seek disclosures in us court proceedings",1
1/26/2023,adani group slams report that sent its stocks crashing,0
1/26/2023,adani foundation team celebrates girl child day in varanasi,2
1/27/2023,"adani rout deepens to $50 billion, pressuring asia's richest man",2
1/27/2023,stock market investors lose more than rs 10.73 lakh crore in two trading sessions,0
1/27/2023,adani may take legal action against us-based hindenburg,1
1/27/2023,ambani vs adani on the cricket field: gulf giants take on mi emirates tonight in ilt20,1
1/27/2023,how women's ipl auction could change sports in india,1
1/27/2023,it isn't adani's money but capacity that is india's worry,1
1/27/2023,gautam adani loses rs 4.17 lakh crore in 2 days as stocks plunge; sensex crashes 874 points,0
1/27/2023,adani group stocks add to losses from short-seller attack,2
1/27/2023,india banks' exposure to adani group is limited: report,1
1/27/2023,sebi increases scrutiny of adani group: report,1
1/28/2023,rbi and sebi must probe reasons for fall in adani shares: cong leader mallu ravi,1
1/28/2023,"bankers: adani group's debt secured by cash flows, assets",1
1/28/2023,"cong seeks 'serious' probe by sebi, rbi against adani group",1
1/28/2023,"adani group stocks hammered, investors lose ₹4.2l cr in 2 days",0
1/28/2023,"adani group stocks hammered, investors lose rs 4.2l cr in 2 days",0
1/28/2023,"research reports, foreign & local, try to allay adani fears",1
1/28/2023,adani group says $2.5 billion share sale on track even as bankers mull changes,2
1/28/2023,"bankers: adani debt secured by cash flows, assets",1
1/28/2023,mithali raj roped in as wpl side gujarat giants' mentor,1
1/28/2023,"adani stock fall: lic, sbi 'lost over rs 78,000cr' in market cap, fm still on 'mute mode', says congress",0
1/29/2023,wpl auction likely on february 10 in mumbai,2
1/29/2023,"lic continues to bet big on adani, remains in green despite share price rout",2
1/29/2023,"no change in fpo price, schedule: adani group",1
1/29/2023,"'calculated attack on india, its institutions': adani group on hindenburg allegations",1
1/30/2023,$72 billion rout: what markets think of adani's answers to hindenburg's questions,1
1/30/2023,lic to 'engage' with adani after short seller's allegation,2
1/30/2023,lic reviewing adani response to hindenburg's allegation,1
1/30/2023,sbi likely to approach adani group to discuss the hindenburg report,1
1/30/2023,adani-hindenburg saga continues as group stocks bleed for a third straight day,0
1/30/2023,"bajaj finance, adani enterprises, l&t and other stocks in news today",1
1/30/2023,adani bets on big funds for rs 20k cr fpo,2
1/30/2023,most adani stocks drop as rebuttal draws hindenburg response,0
1/30/2023,budget session from tuesday; president droupadi murmu to address joint sitting of two houses,1
1/30/2023,"shiv sena thackeray faction demands sebi investigation into adani matter, discussion on it in parliament",1
1/30/2023,"adani enterprises up 6%, other adani group stocks tank after hindenburg research says 'fraud cannot be obfuscated by nationalism'",2
1/30/2023,adani’s 413-page reply to hindenburg after $51 billion wipeout,1
1/30/2023,adani bond plunge quickens as rebuttal fails to stem concern,1
1/30/2023,why adani has just a day to win (or lose) this war,2
1/30/2023,"hindenburg report 'calculated attack' on india, claims adani",1
1/30/2023,abu dhabi's ihc plans to invest $381 million in adani group,2
1/30/2023,adani's fraud cannot be obfuscated by nationalism: hindenburg,1
1/30/2023,pnb has rs 70 billion exposure to adani group but it is not a matter of worry: ceo,1
1/30/2023,adani group's loss swells to $65 billion; hindenburg responds to charges,1
1/30/2023,pm netanyahu to attend ceremony marking adani group's entry into israel through haifa port acquisition,2
1/30/2023,"hindenburg report ‘calculatedattack’ on india, claims adani",1
1/30/2023,‘banks to which the adani group had no exposure failed as well’,1
1/30/2023,why india needs to bring back wealth tax,1
1/30/2023,explainer: who is behind hindenburg?,1
1/30/2023,gautam adani: asia's richest man in eye of a storm,2
1/30/2023,"hindenburg report ‘calculated attack’ on india, claims adani group",1
1/31/2023,lic seeks clarification from adani on report,1
1/31/2023,israel prime minister netanyahu hands over prestigious haifa port to adani group-led jv,2
1/31/2023,"tax cuts, factory incentives: what to watch for in union budget 2023",1
1/31/2023,"lic, sbi stocks dip despite mgmt assurance",0
1/31/2023,adani share sale fate hangs in balance as rout hits $75 billion,2
1/31/2023,"opposition lists debate topics: adani, china, bbc row",1
1/31/2023,"fraud cannot be obfuscated by nationalism, says hindenburg",1
1/31/2023,adani share sale fully subscribed after last-minute jump in bids,2
1/31/2023,"adani enterprises, coal india, ultratech cement and other stocks in news today",1
1/31/2023,we did not push adani scrips among small investors: brokers,1
1/31/2023,most of adani group stocks trade lower,0
1/31/2023,adani wipeout puts focus on union budget 2023 to reignite stock market rally,2
1/31/2023,food giant wilmar vows to stand by its venture with adani group,1
1/31/2023,adani grp loses 29% mkt value in 3 days as carnage continues,0
1/31/2023,how adani’s misery can turn into bad news for india,0
1/31/2023,"adani to set up ai lab in tel aviv, develop real estate in haifa",2
1/31/2023,"are sebi, mha 'anti-national' for talking like hindenburg?",1
1/31/2023,"gautam adani speaks at israel event, skips mention about controversy",1
1/31/2023,adani's crucial share sale 85% subscribed as institutions pump in funds,2
1/31/2023,adani’s $2.5 billion share offering faces critical final day,1
1/31/2023,gautam adani drops off list of world’s top 10 richest people,0
1/31/2023,adani group loses 29% market value in 3 days as carnage continues,0
1/31/2023,how hindenburg can unravel adani's empire,1
1/31/2023,adani share sale subscriptions climb as demand jumps on last day,2
1/31/2023,adani's crucial share sale 70% subscribed as institutions pump in funds,2
2/1/2023,"adani enterprises calls off fpo, to refund investors' money",0
2/1/2023,mukesh ambani overtakes gautam adani as the richest indian,1
2/1/2023,big-ticket investors ensure adani fpo 112% subscribed,2
2/1/2023,"adani enterprises, coal india, sun pharma and other stocks in news today",1
2/1/2023,adani group stocks resume fall after $2.5 billion share sale goes through,0
2/1/2023,gautam adani stock slump worsens as key share sale fails to lift mood,0
2/1/2023,gautam adani stock meltdown hits $92 billion as collateral worries grow,2
2/1/2023,$ bonds rally after uae’s royal boost,2
2/1/2023,adani stock rout costs india spot in world’s top five markets,2
2/1/2023,gautam adani slips to 15th in global rich list,2
2/1/2023,sebi examining adani share rout: report,1
2/1/2023,most adani bonds rally after group’s $2.5 billion share sale,2
2/1/2023,what does hindenburg make from adani’s misery?,1
2/1/2023,chief economic adviser keeps mum on adani,1
2/1/2023,sebi meets ratings firms over adani companies,1
2/2/2023,gautam adani speaks about turmoil for first time after scrapping share sale,1
2/2/2023,rajya sabha adjourned for the day,1
2/2/2023,rbi asks local banks for details of exposure to adani group: report,1
2/2/2023,adani enterprises shares tank 15%; most group firms also fall,0
2/2/2023,"gautam adani in crisis as bonds hit distressed levels, stock sale axed",1
2/2/2023,explainer: why is gautam adani's indian empire in turmoil?,1
2/2/2023,explained: how gautam adani v/s hindenburg saga has unfolded so far,1
2/2/2023,rbi seeks details of banks' exposure to adani group,1
2/2/2023,"opposition parties seek parliament debate, jpc on adani stock rout; force adjournments in ls, rs",1
2/2/2023,adani group’s u-turn in fpo explained,1
2/2/2023,why adani flunks hindenburg's masterclass,1
2/2/2023,adani vs hindenburg: what you need to know,1
2/2/2023,"adani scraps fully subscribed fpo, says going ahead ‘morally wrong’",1
2/2/2023,citigroup wealth unit halts margin loans on gautam adani securities,1
2/2/2023,union budget: adani companies crash nirmala sitharaman's b-day party,1
2/2/2023,gautam adani-led adani group's market losses swell to over $100 billion as shelved share sale spooks investors,0
2/2/2023,"markets fall as financials, adani stocks weigh",0
2/2/2023,opposition seeks to raise adani issue; lok sabha adjourned till 2pm,2
2/2/2023,adani's adversity raises the stakes for india and investors,2
2/2/2023,sbi has $2.6 billion of loans to gautam adani,1
2/2/2023,women's premier league auction on february 13 in mumbai,1
2/2/2023,"jo johnson, brother of uk ex-pm, resigns as director of adani linked firm",1
2/2/2023,united opposition plans to take on govt in parliament on adani issue,1
2/2/2023,when will the market recover?,2
2/2/2023,"nse, bse put 3 adani group companies under short-term additional surveillance measure",1
2/2/2023,"bullish on budget, bearish on adani, sensex swings wild",1
2/2/2023,"what is hindenburg research, firm accusing gautam adani of fraud?",1
2/2/2023,pm modi holds meeting with union ministers to discuss govt strategy in parliament,1
2/3/2023,bangladesh wants to rework gautam adani pact,1
2/3/2023,financials power rise in markets; adani stocks cap gains,2
2/3/2023,"exposure of sbi, lic in adani firms no cause for concern: finance secretary",1
2/3/2023,"is money deposited in nps scheme invested in adani group, asks cm",1
2/3/2023,rbi asks large banks for info on exposure to adani group,1
2/3/2023,bojo’s bro quits as director of adani-linked company,1
2/3/2023,"money at stake, won’t keep quiet: congress on adani issue",1
2/3/2023,gautam adani says crediting his rise to pm modi a 'baseless' allegation,2
2/3/2023,"sbi, lic exposure within permitted limits; markets well regulated: nirmala sitharaman on adani-hindenburg row",1
