Date,Title,myBERT
12/21/2020,flyer fume fog hit flight schedule lucknow airport,1
12/22/2020,gujarat 40 mbbs student 2020 passouts previous year,1
12/24/2020,bcci agm board capable right thing,2
12/29/2020,aai hand jaipur guwahati thiruvananthapuram airport adani group january,1
12/30/2020,aai adani group ink agreement,1
12/30/2020,jio seek punjab cm intervention safeguard telecom infra urge action miscreant,1
1/1/2021,adani green get 600mw windsolar hybrid power project seci,2
1/1/2021,closer safe harbour,1
1/3/2021,footfall jaipur airport plunge holiday season,1
1/5/2021,fortune cooking oil ad featuring sourav ganguly taken air temporarily,2
1/5/2021,adani wilmar stop ad featuring sourav ganguly suffers heart attack,1
1/5/2021,sourav ganguly continue brand ambassador adani wilmar dy ceo,2
1/6/2021,city gas project work kochi corporation limit start month,1
1/7/2021,ganguly leaf hospital oil brand heart healthy ad pulled,2
1/9/2021,punjab trade union protest support farmer,1
1/12/2021,makar sankranti adani electricity caution kiteflyers stay away transmission line mumbai,1
1/15/2021,exstaff nrc protest stop ‘ illegal ’ razing,1
1/15/2021,modi government want weaken fci help corporates navjot singh sidhu,1
1/16/2021,mumbai gmr adani godrej seven others bid r 1600 crore csmt revamp,1
1/18/2021,france total acquires 20 stake adani green energy,1
1/18/2021,adani group operated lucknow airport accredited safe travel,1
1/18/2021,two india richest men caught crossfire farming law,2
1/19/2021,flying covid amausi airport soar high top global safety tag,1
1/19/2021,adani group take jaipur guwahati thiruvananthapuram airport midjuly,1
1/19/2021,adani green sell 20 stake 50 solar project total,1
1/20/2021,mumbai adani electricity staff donate blood thalassemia sickle cell haemophilia patient,2
1/21/2021,‘ govt still airport transfer ’ kerala cm pinarayi vijayan,1
1/21/2021,rajasthan high court notice centre relief farmer,1
1/24/2021,gujarat govt ink mou adani port,1
1/25/2021,wealth amassed 100 richest indian pandemic give 138 crore poorest r 94k oxfam,2
1/25/2021,adanis half work problem,1
1/29/2021,gujarat ‘ hrct caught 50 asymptomatic covid case ’,1
1/30/2021,major port create roro infrastructure,1
1/31/2021,adani gas raise cng png price ggl hike rate,2
2/1/2021,fm hit back rahul gandhi crony capital comment budget,1
2/2/2021,gujarat marginal increase seen palm oil price,1
2/3/2021,pil challenge privatisation mangaluru airport,1
2/4/2021,gmr adani among 9 fray r 6500 crore new delhi railway station revamp,1
2/4/2021,haryana rera say project registered notice adani firm broker,1
2/4/2021,adani group bag 5 solar project ap,1
2/4/2021,gmr adani among 9 fray r 6500 cr new delhi station revamp,1
2/5/2021,govt nod incentive adani data centre,1
2/5/2021,help ntpc adani group ap bet big solar power,1
2/7/2021,conservation policy adani ’ turtlesaving plan take shape,1
2/7/2021,adani group check mumbai airport acquiring 235 stake way 74 ownership mial,1
2/10/2021,mumbai 31 renewable source power likely 2023 say adani ceo,1
2/11/2021,bengaluru hacker sriki stole data adani power pc say police,1
2/16/2021,adani port invest r 10000 crore develop dighi port,1
2/24/2021,noida adani get 9 acre phase 2 data centre,1
2/24/2021,hum humare rahul take dig renaming gujarat stadium name 2 end corporates,2
2/26/2021,punjab activist stop train outside adani group silo moga,1
3/2/2021,india add 40 billionaire pandemic year adani ambani see rise wealth report,2
3/4/2021,adani group buy stake gangavaram port ap,1
3/5/2021,lankas claim indian mission approval wct project proposal factually incorrect mea,1
3/5/2021,mumbai 4 dip electricity rate evehicle charging also cheaper,1
3/8/2021,warburg invest r 800cr adani port,1
3/11/2021,maharashtra mahavitarans record power supply 22339 mw tuesday without interruption,1
3/12/2021,power privatisation jerc okay td loss trajectory,1
3/12/2021,gautam adani beat elon musk jeff bezos biggest wealth surge,2
3/13/2021,struggling adanis wealth rise 50 asks rahul gandhi,2
3/16/2021,adani welspun strike gas mum offshore,1
3/17/2021,emami agrotech eye packaged soya market,1
3/18/2021,adani green tie 13 billion dozen bank,1
3/19/2021,global lender back adani solar plant 13 billion,2
3/19/2021,panneerselvam say adani port expansion plan kattupalli,1
3/19/2021,panneerselvam say adani port expansion plan kattupalli,1
3/20/2021,adani arm agel acquire 50 mw solar asset skypower global,1
3/21/2021,adani green acquire 50mw solar asset skypower,1
3/23/2021,33 power mumbai adani add 1000mw,1
3/24/2021,gangavaram port deal give adani 58 stake,2
3/25/2021,sp sell 2 solar plant adani r 446cr,1
3/25/2021,mumbai adani electricity appeal nearly 3 million power user observe earth hour,1
3/25/2021,world biggest wealth surge herald rise india next ambani,2
3/26/2021,mumbai adani appeal nearly 3 million power consumer observe earth hour saturday,1
3/27/2021,adani transmission acquire warorakurnool transmission r 33k crore,2
3/28/2021,adani acquire wktl r 3370 crore,2
3/29/2021,buzz pawarshah meet add spice maharashtra saga,2
4/2/2021,india push back deadline coalfired utility adopt new emission norm,1
4/3/2021,adani group benefit kseb ’ power purchase deal chennithala,1
4/3/2021,kerala state electricity board dismisses corruption claim,1
4/4/2021,reliancebp seek buyer 55 mmscmd gas kgd6,1
4/4/2021,‘ powerrich kerala buying unit adani ’,2
4/5/2021,kseb adani inked shortterm pact chennithala,1
4/6/2021,adani group becomes third indian conglomerate cross 100 billion mcap,1
4/7/2021,adani launch green energy initiative 3 million customer mumbai,1
4/8/2021,adani start green energy drive mumbai city,1
4/12/2021,walmart build massive india warehouse billionaire gautam adani,1
4/13/2021,adani port removed sp index due link myanmar military,1
4/13/2021,flipkart tie adani logistics data hub,1
4/13/2021,flipkart partner adani group data centre chennai,1
4/13/2021,adani commission 50 mw solar power plant chitrakoot,1
4/14/2021,adani enterprise 12 company get industrial land noida,1
4/14/2021,gujarat billiondollar club grows bigger 22,2
4/14/2021,adani port stock dip removal sp index,1
4/18/2021,mumbai youth killed hitandrun riding back home workplace,2
4/19/2021,agel unit bag 150mw torrent power project,1
4/19/2021,environment friendly transformer western suburb adani electricity,1
4/25/2021,covid19 saudi arabia ship 80 metric tonne oxygen india meet growing demand,1
4/26/2021,ahmedabad adani group join effort secure medical oxygen,1
4/27/2021,mumbai adani electricity train employ tribals make one lakh mask,1
4/27/2021,adani secures 12 cryogenic tank dubai,2
4/28/2021,coal plant insurance face green hurdle,1
4/28/2021,mumbai tribals hired stitch 1l mask,2
5/1/2021,adani group set covid care centre ahmedabad,1
5/2/2021,market guided covid19 situation macro data earnings week analyst,1
5/5/2021,cmdesignate stalin urged scrap chennaisalem expressway project allow reopening sterlite plant,1
5/5/2021,coup effect adani ready scrap plan myanmar,1
5/7/2021,mumbai 11hour power cut anger resident goregaon west,1
5/8/2021,india timber hub stare closure payment worth crore pile,1
5/9/2021,adani group procures 51 cryogenic oxygen tank ahmedabad,2
5/10/2021,sensex jump 296 point pharma stock surge,2
5/12/2021,gujarat top new wind power capacity,1
5/12/2021,pledged bse 500 stock ’ value shrink r 16 lakh crore,2
5/17/2021,adani green eye sb energy,1
5/19/2021,adani green buy sb energy green portfolio 35 billion valuation,1
5/19/2021,adani green buy softbankbacked sb energy 35 billion deal,2
5/20/2021,adani co buy sb energy ’ green biz 35 billion valuation,2
5/21/2021,gautam adani 67 billion asia ’ 2nd richest,1
5/21/2021,adani 67bn asia ’ 2nd richest,1
5/22/2021,ppp airport operator seek ‘ cash support ’ government pay staff sustain operation,1
5/22/2021,agel arm transfer 74 stake msel adani tradecom llp,2
5/23/2021,ut seek report progress power privatisation project,1
6/3/2021,tracing gspc ’ stake crash lng project,1
6/4/2021,ajp submits memorandum aai centre ’ decision handing airport adani group,1
6/6/2021,chhattisgarh auction 16 mine next three month cm bhupesh baghel pralhad joshi,2
6/9/2021,gujarat tally firm 5bnplus mcap 3 time since pandemic,1
6/9/2021,need relief urgently sustain operation private airport government,1
6/11/2021,43 billion jump adani ’ fortune fraught many risk,2
6/12/2021,mumbai first 7000 power user get smart meter,1
6/14/2021,adani group say report freeze foreign fund blatantly erroneous,1
6/14/2021,adani group say report freeze foreign fund blatantly erroneous,1
6/14/2021,mumbai 400 adani user opt ‘ green power ’ tariff scheme,1
6/14/2021,share adani group plunged sharply,2
6/14/2021,adani share slump freeze placed foreign fund,1
6/14/2021,sensex nifty fall adani stock weigh cpi data eyed,2
6/15/2021,large holding three fpis adani co made market jittery,1
6/15/2021,adani stock tank nsdl freeze account 3 fpis,1
6/15/2021,adani stock tank nsdl freeze account 3 fpis,1
6/15/2021,adani stock tank nsdl freeze account 3 fpis,1
6/15/2021,adani group share close mixed note,1
6/16/2021,adani stock see mixed reaction,0
6/16/2021,barred adani investor fret three mauritius fund,1
6/17/2021,tycoon gautam adani loses 13 billion worst wealth rout,2
6/18/2021,mystery behind slump adani group company share,1
6/19/2021,think box punjab adani group told,2
6/22/2021,company must go green survive mukesh ambani,2
6/24/2021,adani group begin coal export australia mine year,1
6/25/2021,adani group strike coal australia charmichael project,1
6/30/2021,rajasthan hc cancel allotment public utility land pokhran adani firm,1
7/7/2021,billionaire mukesh ambani gautam adani face race solar domination,1
7/8/2021,mumbai fracas firm cut power unpaid bill,1
7/9/2021,gujarat cng sale cross precovid level petrol price soar,1
7/12/2021,india become 15 trillion economy 2 decade gautam adani,2
7/12/2021,intergenerational holder equity gautam adani confusion mauritius fund,1
7/13/2021,adani group take mumbai airport,1
7/13/2021,adani blame stock crash ‘ reckless ’ reporting,1
7/13/2021,dozen gujarat company yield 100 return one year,2
7/14/2021,create thousand local job adani mumbai airport,1
7/14/2021,mumbai adani consumer opt energy saving discounted new refrigerator,1
7/14/2021,adani green energy get shareholder nod raise borrowing limit r 25ooo crore,2
7/17/2021,adani group extends support kabaddi player harmanjeet,1
7/18/2021,mial veteran r k jain adani group ceo airport,1
7/18/2021,mumbai adani cut supply r 12cr due,1
7/19/2021,regulator probing adani group company noncompliance rule say govt,1
7/20/2021,sebi dri probing adani group co govt tell l,1
7/20/2021,gujarat ’ second roro service set flag,1
7/20/2021,mumbai navi mumbai airport headquarters remain mumbai adani group,1
7/20/2021,communication sebi yet dri matter tribunal adani group,1
7/20/2021,sebi dri probing adani group company government tell lok sabha,1
7/20/2021,adani group stock tumble hit lower circuit,0
7/21/2021,aai committee find adani violation branding logo pact group begin making change,1
7/21/2021,leak affect adani gas supply shela south bopal,2
7/21/2021,mumbai next time let lezim along dandiya congress leader tell adani group,2
7/21/2021,airport ’ headquarters stay mumbai say adani group,1
7/25/2021,cng vehicle registration see rise 301 kerala,1
7/26/2021,adani dp world may join nargol port race,1
7/28/2021,four fund 7 billion adani history wrong bet,2
7/28/2021,adani enterprise get land noida data centre billed one largest country,1
7/28/2021,nsdl clarifies three account fpis adani group firm,1
7/29/2021,noida allots plot adani data centre,1
8/1/2021,adani group gather detail jaipur airport takeover october,2
8/2/2021,mumbai shiv sena worker damage adani airport signboard,1
8/2/2021,adani wilmar plan raise r 4500 crore ipo file draft paper sebi,1
8/3/2021,‘ adani airport ’ signage damaged shiv sena worker mumbai,1
8/4/2021,adani port net profit jump 77 r 1342 crore june quarter,2
8/5/2021,tata adani kolkatabased firm top bidder r 871 crore,1
8/5/2021,adani group take guwahati airport october,2
8/6/2021,adani group set take guwahati airport october,2
8/6/2021,adani co bag coal block gondkhairi,1
8/8/2021,footfall double jaipur airport one month,2
8/15/2021,gujarat adani group build super app,1
8/17/2021,adani buy road asset sadbhav,2
8/20/2021,adani shuts ludhiana logistics park farmer continue siege,2
8/20/2021,maharashtra adani employee donate clothes floodhit markandi village ratnagiri district,1
8/21/2021,jaipur aai continue operate cargo terminal adani group take,1
8/21/2021,draft rule etail queer pitch tata adani ’ super app plan,1
8/21/2021,sebi keep adani wilmars r 4500 crore ipo abeyance,1
8/21/2021,draft rule etail queer pitch tata adani ’ super app plan,1
8/22/2021,message sebi wilmar ipo adani group,1
8/22/2021,message sebi wilmar ipo adani group,1
8/26/2021,adani electricity one biggest achievement three year reduction average power tariff 18,1
8/26/2021,mumbai new meter lower bill malad forest zone,1
8/27/2021,adani lt among race pslv contract,1
8/30/2021,govt unlocks idling tata adani power plant calm price energy exchange,1
8/31/2021,tata adani allowed sell power bourse,1
9/2/2021,35000 take jab lucknow cross milestone 27 lakh vaccine dos,2
9/6/2021,govt put captive coal miner week ’ notice boost power plant supply,1
9/6/2021,faceoff rsslinked magazine attack infosys trigger debate,1
9/8/2021,indian railway seek private sector feedback station plan bharti realty adani infra show interest,1
9/9/2021,13 airport privatised 7 small airport clubbed 6 big one ppp round,1
9/9/2021,despite enough coal stock adani keep plant shut,2
9/12/2021,pil challenge sale ap govt ’ stake gannavaram port,1
9/12/2021,adani group name dropped ’ luru airport board,1
9/15/2021,adani airport takeover next month run rough weather local resist runway extension,1
9/19/2021,takeover gangavaram port adani get andhra pradesh nod,1
9/20/2021,cci approves adani port special economic zone 10 stakebuy gangavaram port,1
9/21/2021,gautam adani throw 20billion green energy gauntlet mukesh ambani,2
9/22/2021,cong want scmonitored probe gujarat drug haul amazon bribery case seek answer pm,1
9/22/2021,soon yulu ebike user get 24x7 battery charging access across mumbai,1
9/23/2021,adani group announces gpl takeover,1
9/23/2021,gujarat sez export 11 august,1
9/24/2021,tata power installs 20000 smart meter mumbai target 50000 early 2022,1
9/25/2021,tatas lead wealth creation among india ’ biz house,1
9/25/2021,govt adani group collusion say oppn,1
9/25/2021,tatas lead wealth creation among india ’ business house,1
9/29/2021,adani loses gujarat gas city gas distribution network,1
9/29/2021,set aside compensation r 73l adani,1
10/1/2021,adani ’ wealth surge 261 asia ’ second richest,1
10/1/2021,sc seek adani power ’ response gujarat urja ’ curative plea,1
10/2/2021,mumbai host 1st electric car rally today,1
10/2/2021,green mumbai drive 2021 firstever electric car rally held create awareness,1
10/3/2021,adani raise cng png price,2
10/4/2021,adani group invest 20 billion become world ’ largest renewable power company 2030,1
10/4/2021,congress probe supreme court judge drug haul mundra port,1
10/5/2021,solar sector see high innovation disruption adani,1
10/6/2021,nia take probe seizure around 3000 kg heroin mundra port gujarat,1
10/7/2021,adani raise cng png price,2
10/8/2021,odisha cm naveen patnaik push farmmarket linkage,1
10/9/2021,gujarat government talk private firm restarting power supply,1
10/10/2021,mumbai new tree every consumer opting paperless electricity billing,1
10/10/2021,adani group take jaipur international airport tonight,2
10/11/2021,adani port stop handling container iran pakistan afghanistan,1
10/12/2021,adani group begin operation jaipur international airport,1
10/12/2021,mundra drug haul adanis ban afghanistan pakistan iran cargo,1
10/12/2021,cargo pakistan iran afghanistan say adani port,1
10/12/2021,adani group likely take trivandrum international airport operation week,1
10/13/2021,gujarat adani cng png price third time 2 week,1
10/13/2021,bcci extends deadline purchasing tender document new ipl team,1
10/14/2021,adani group officially take tvm airport,1
10/14/2021,rajasthan get 20 coal rake claim energy secretary,1
10/14/2021,adani group take operation thiruvananthapuram international airport,1
10/15/2021,tehran unhappy adani port decision handle cargo iran,1
10/15/2021,iran opposes adani move handle cargo,1
10/15/2021,state transcos pvt gencos make killing power exchange,1
10/17/2021,70foot effigy pm modi burnt jind,2
10/18/2021,richest indian get richer record speed,2
10/19/2021,gujarat urja vikas nigam ltd gush price crash power exchange,1
10/19/2021,cng price continue rise ahmedabad,2
10/19/2021,mundra heroin haul case national investigation agency get 10day remand three,2
10/20/2021,tamil nadu likely stop import river sand,1
10/21/2021,manchester united owner show interest ipl franchise,1
10/21/2021,power privatisation chandigarh ball back centre ’ court,1
10/24/2021,new ipl team bcci expecting r 7k cr r 10k cr two new team adani goenka aurobindo fray,1
10/26/2021,corporates approach best source green energy consumption,1
10/26/2021,rpsg bag lucknow franchise ₹7k cr cvc ahmedabad ₹56k cr,1
10/26/2021,adani group exploring investment sri lankas renewable energy sector official,1
10/28/2021,blending imported coal may increase electricity cost 30 aipef,1
10/29/2021,adani pick significant minority stake flipkarts ota cleartrip,1
10/30/2021,adani buy 20 cleartrip bid boost superapp play,1
10/30/2021,adani buy 20 stake cleartrip,2
11/1/2021,climate clash two billionaire ambani adani hydrogen,1
11/2/2021,adani consumer opting green energy reduce co2 emission 26000 tonne,1
11/7/2021,seci offer price lowest say andhra pradesh energy secretary dr srikanth,2
11/8/2021,adani target food staple business expansion,1
11/12/2021,adani electricity power chartered bike provide lastmile delivery solution,1
11/14/2021,dangerous entrance adani office,1
11/17/2021,rajasthan power rate 33 paisaunit 90 day due rising coal cost,1
11/17/2021,new cargo terminal ahmedabad airport operational next week,1
11/19/2021,india seizes radioactive substance way karachi shanghai mundra port,1
11/19/2021,let ’ recognise modi tried hard,2
11/20/2021,india combat climate change set example rest world follow,1
11/22/2021,mumbai adani foundation launch project 25 bmc school,1
11/23/2021,chartered bike deploy 2000 electric bike 200 charging station mumbai,1
11/23/2021,r 3000 crore solar plant come tamil nadu soon,2
11/27/2021,gujarat high court seek report receding seashore along kutch coast,1
11/30/2021,23 year making new mumbai airport finally get going,2
12/1/2021,‘ phasing ’ coal realistic optimistic objective,2
12/2/2021,adani meet mamata discus investment scenario bengal,2
12/3/2021,uttar pradesh ganga expressway built adani group irb infrastructure,1
12/3/2021,lt renew tie green hydrogen,1
12/3/2021,adani talk business prospect west bengal cm mamata banerjee,1
12/5/2021,india need coal change coming,1
12/14/2021,gail look bring india first electrolyser may hire ship ferry lng u,1
12/20/2021,adani group build 80 594 km meerutprayagraj ganga eway,1
12/21/2021,uttar pradesh adani group set build country longest eway ganga expressway r 17000 crore,1
12/24/2021,nclt extends lender ’ vote adani bid realty company,1
12/27/2021,adani group start export australia carmichael coal mine,1
1/1/2022,india biggest achievement 2021 isnt talked,2
1/1/2022,man held wife commits suicide 4 kid aurangabad,1
1/1/2022,sensex gain 22 2021 end 58k,2
1/1/2022,sensex gain 22 2021 end 58k,2
1/5/2022,adani win key coal tender india act avoid energy crisis,2
1/5/2022,mukesh ambanis succession plan need three superstar,2
1/5/2022,airport staff felicitated work,1
1/9/2022,anil adani group vehicle new energy business,1
1/9/2022,adani power give r 11000 crore claim settle gujarat ppa dispute,0
1/10/2022,adani csr paediatric icu,1
1/10/2022,adani power file contempt plea r 6 738 crore rajasthan due,1
1/10/2022,adani power drop r 11000 crore claim settle ppa dispute,1
1/11/2022,adani power ’ contempt plea sc 3 raj discoms,1
1/11/2022,bail petition ‘ serial offender ’ power theft case rejected,1
1/13/2022,mumbai adani electricity warns citizen flying kite close transmission line makar sankranti,1
1/13/2022,reliance adani plan big investment gujarat,1
1/13/2022,adani group posco sign agreement develop steel mill,1
1/13/2022,south korea posco adani eye steel mill project 5 billion pact,1
1/14/2022,adani enters steel business 5 billion posco pact,1
1/14/2022,posco adani join hand 5 billion steel project gujarat,2
1/14/2022,adani enters steel biz 5bn posco pact,1
1/15/2022,megha pip adani bag gas licence 15 area across india,1
1/17/2022,sexual abuse allegation airport official,1
1/20/2022,adani group balrampur chini mill dream 11 come board sponsor,1
1/21/2022,airport official sexual assault case surrender,1
1/21/2022,airport official sexual assault case surrender,1
1/21/2022,adani wilmar fix ipo price band r 218230 per share plan raise r 3600 crore,2
1/21/2022,‘ adani ’ vehicle co get approval trademark,1
1/22/2022,adani wilmar ipo open january 27,1
1/26/2022,adani wilmar ipo open today raise r 3600 crore,2
1/27/2022,adani wilmar ipo subscribed 57 day 1 offer,2
1/31/2022,adani merge rail ops single company,1
1/31/2022,adani merge rail ops single co,1
2/1/2022,power gencos shut due paid supreme court,1
2/1/2022,ahmedabad adani gas invest r 20000 crore gas distribution business,1
2/1/2022,maharashtra maximum power due sc tell msedcl pay 50 adani,1
2/3/2022,adani green energy ’ q3 net rise 20,2
2/3/2022,adani power asks maharashtra discom pay r 10000 crore february 28,1
2/4/2022,adani green energy raise r 612cr debt refinancing,1
2/5/2022,taker greenfield port nargol,1
2/5/2022,agel raise 612cr debt refinancing,2
2/5/2022,ambani adani richer zuckerberg report,1
2/6/2022,adani form unit set data centre mumbai,1
2/8/2022,adani wilmar valued 45 billion market debut,2
2/8/2022,billionaire gautam adani overtakes mukesh ambani asia ’ richest person,1
2/8/2022,allow anyone use sri lankan soil attack india sl foreign minister,1
2/8/2022,adani wilmar share debut discount recover later settle 16 gain,2
2/9/2022,adani pip ambani become asia ’ richest,2
2/9/2022,adani pip ambani become asia ’ richest,2
2/9/2022,supreme court approves gujarat urjaadani settlement,1
2/9/2022,mukesh ambani regains richest asian tag surpasses gautam adani,2
2/9/2022,adani pip ambani become asia ’ richest,2
2/10/2022,adani jindal race videocon ’ ops,1
2/10/2022,adani jindal race videocon ’ ops,1
2/10/2022,assam guwahati airport awarded best customer service covid time,1
2/10/2022,adani became richer ambani,2
2/11/2022,karan adani meet west bengal cm mamata banerjee chief secretary nabanna,1
2/11/2022,adani wilmars marketcap cross r 50000 crore,2
2/12/2022,powermen go 72hour strike feb 22 city,2
2/14/2022,avppl release csr activity report,1
2/15/2022,adani wilmar post 66 rise q3 net,1
2/15/2022,consortium led adanibacked firm assembled integrated tested isros earth observation satellite,1
2/15/2022,award startup company,1
2/16/2022,mumbai colony chembur plunge darkness due nonpayment r 99 crore electricity bill,2
2/16/2022,mumbai tree cut aarey green want know,2
2/17/2022,today fifth day work done adani ltd,2
2/17/2022,aarey tree axed green protest,2
2/17/2022,chembur area go without power ₹99cr arrears,1
2/18/2022,adani energy damaging road removing debris,1
2/21/2022,tile removed fixed adani energy,1
2/22/2022,chandigarh powermen go strike 72 hour talk fail,2
2/23/2022,mumbai man ventilator face power cut bill default,2
2/23/2022,top gujarat firm skid ukraine crisis,1
2/24/2022,gangavaram port clock record cargo handling,1
2/24/2022,mumbai power bill arrears siddharth colony chembur cross r 100 crore,1
2/24/2022,navi mumbai animal activist concerned fate 300 dog airport site construction begin,1
2/25/2022,chembur hsg colony ’ power bill due 100 crore adani,2
2/25/2022,top 15 gujarat company shed r 92000 crore sensex dive,2
2/26/2022,chembur colony told clear power due post2019,2
3/1/2022,weekly domestic service tvm airport,1
