,Date,Title
3811,2023-01-30, $72 billion rout: What markets think of adani's answers to Hindenburg's questions 
3812,2023-01-30, LIC to 'engage' with adani after short seller's allegation 
3813,2023-01-30, LIC reviewing adani response to Hindenburg's allegation 
3814,2023-01-30, SBI likely to approach adani group to discuss the Hindenburg report 
3815,2023-01-30, adani-Hindenburg saga continues as group stocks bleed for a third straight day 
3816,2023-01-30," Bajaj Finance, adani Enterprises, L&T and other stocks in news today "
3817,2023-01-30, adani bets on big funds for Rs 20k cr FPO 
3818,2023-01-30, Most adani stocks drop as rebuttal draws Hindenburg response 
3819,2023-01-30, Budget session from Tuesday; President Droupadi Murmu to address joint sitting of two Houses 
3820,2023-01-30," Shiv Sena Thackeray faction demands Sebi investigation into adani matter, discussion on it in Parliament "
3821,2023-01-30," adani Enterprises up 6%, other adani group stocks tank after Hindenburg Research says 'fraud cannot be obfuscated by nationalism' "
3822,2023-01-30, adani’s 413-page reply to Hindenburg after $51 billion wipeout 
3823,2023-01-30, adani bond plunge quickens as rebuttal fails to stem concern 
3824,2023-01-30, Why adani has just a day to win (or lose) this war 
3825,2023-01-30," Hindenburg report 'calculated attack' on India, claims adani "
3826,2023-01-30, Abu Dhabi's IHC plans to invest $381 million in adani Group 
3827,2023-01-30, adani's fraud cannot be obfuscated by nationalism: Hindenburg 
3828,2023-01-30, PNB has Rs 70 billion exposure to adani Group but it is not a matter of worry: CEO 
3829,2023-01-30, adani Group's loss swells to $65 billion; Hindenburg responds to charges 
3830,2023-01-30, PM Netanyahu to attend ceremony marking adani Group's entry into Israel through Haifa port acquisition 
3831,2023-01-30," LIC continues to bet big on adani, remains in green despite share price rout "
3832,2023-01-30," Hindenburg report ‘calculatedattack’ on India, claims adani "
3833,2023-01-30, ‘Banks to which the adani group had no exposure failed as well’ 
3834,2023-01-30, Why India needs to bring back wealth tax 
3835,2023-01-30, Explainer: Who is behind Hindenburg? 
3836,2023-01-30, Gautam adani: Asia's richest man in eye of a storm 
3837,2023-01-30," Hindenburg report ‘calculated attack’ on India, claims adani Group "
3838,2023-01-30, adani bets on big funds for Rs 20k cr FPO 
3839,2023-01-31, LIC seeks clarification from adani on report 
3840,2023-01-31, Israel Prime Minister Netanyahu hands over prestigious Haifa Port to adani Group-led JV 
3841,2023-01-31," Tax cuts, factory incentives: What to watch for in Union Budget 2023 "
3842,2023-01-31," LIC, SBI stocks dip despite mgmt assurance "
3843,2023-01-31, adani share sale fate hangs in balance as rout hits $75 billion 
3844,2023-01-31," Opposition lists debate topics: adani, China, BBC row "
3845,2023-01-31," Fraud cannot be obfuscated by nationalism, says Hindenburg "
3846,2023-01-31, adani share sale fully subscribed after last-minute jump in bids 
3847,2023-01-31," adani Enterprises, Coal India, Ultratech Cement and other stocks in news today "
3848,2023-01-31, LIC seeks clarification from adani on report 
3849,2023-01-31, We did not push adani scrips among small investors: Brokers 
3850,2023-01-31, LIC seeks clarification from adani on report 
3851,2023-01-31, Most of adani Group stocks trade lower 
3852,2023-01-31, adani wipeout puts focus on Union Budget 2023 to reignite stock market rally 
3853,2023-01-31, Food giant Wilmar vows to stand by its venture with adani Group 
3854,2023-01-31, adani Grp loses 29% mkt value in 3 days as carnage continues 
3855,2023-01-31, How adani’s misery can turn into bad news for India 
3856,2023-01-31," adani to set up AI lab in Tel Aviv, develop real estate in Haifa "
3857,2023-01-31," Are Sebi, MHA 'anti-national' for talking like Hindenburg? "
3858,2023-01-31," Gautam adani speaks at Israel event, skips mention about controversy "
3859,2023-01-31, adani's crucial share sale 85% subscribed as institutions pump in funds 
3860,2023-01-31, adani’s $2.5 billion share offering faces critical final day 
3861,2023-01-31, Gautam adani drops off list of world’s top 10 richest people 
3862,2023-01-31, adani Group loses 29% market value in 3 days as carnage continues 
3863,2023-01-31, How Hindenburg can unravel adani's empire 
3864,2023-01-31, adani share sale subscriptions climb as demand jumps on last day 
3865,2023-01-31, adani's crucial share sale 70% subscribed as institutions pump in funds 
3866,2023-02-01," adani Enterprises calls off FPO, to refund investors' money "
3867,2023-02-01, Mukesh Ambani overtakes Gautam adani as the richest Indian 
3868,2023-02-01, Big-ticket investors ensure adani FPO 112% subscribed 
3869,2023-02-01," adani Enterprises, Coal India, Sun Pharma and other stocks in news today "
3870,2023-02-01, adani Group stocks resume fall after $2.5 billion share sale goes through 
3871,2023-02-01, Gautam adani stock slump worsens as key share sale fails to lift mood 
3872,2023-02-01, Gautam adani stock meltdown hits $92 billion as collateral worries grow 
3873,2023-02-01, $ bonds rally after UAE’s royal boost 
3874,2023-02-01, adani stock rout costs India spot in world’s top five markets 
3875,2023-02-01, Gautam adani slips to 15th in global rich list 
3876,2023-02-01, Big-ticket investors ensure adani FPO 112% subscribed 
3877,2023-02-01, Sebi examining adani share rout: Report 
3878,2023-02-01, Most adani bonds rally after Group’s $2.5 billion share sale 
3879,2023-02-01, What does Hindenburg make from adani’s misery? 
3880,2023-02-01, Chief economic adviser keeps mum on adani 
3881,2023-02-01, Sebi meets ratings firms over adani companies 
3882,2023-02-02, Gautam adani speaks about turmoil for first time after scrapping share sale 
3883,2023-02-02, Rajya Sabha adjourned for the day 
3884,2023-02-02, RBI asks local banks for details of exposure to adani group: Report 
3885,2023-02-02, Rajya Sabha adjourned for the day 
3886,2023-02-02, adani Enterprises shares tank 15%; most group firms also fall 
3887,2023-02-02," Gautam adani in crisis as bonds hit distressed levels, stock sale axed "
3888,2023-02-02, Explainer: Why is Gautam adani's Indian empire in turmoil? 
3889,2023-02-02, Explained: How Gautam adani v/s Hindenburg saga has unfolded so far 
3890,2023-02-02, RBI seeks details of banks' exposure to adani Group 
3891,2023-02-02," Opposition parties seek Parliament debate, JPC on adani stock rout; force adjournments in LS, RS "
3892,2023-02-02, adani group’s U-turn in FPO explained 
3893,2023-02-02, Why adani flunks Hindenburg's masterclass 
3894,2023-02-02, adani vs Hindenburg: What you need to know 
3895,2023-02-02," adani scraps fully subscribed FPO, says going ahead ‘morally wrong’ "
3896,2023-02-02, Citigroup wealth unit halts margin loans on Gautam adani securities 
3897,2023-02-02, Union Budget: adani companies crash Nirmala Sitharaman's B-day party 
3898,2023-02-02, Gautam adani-led adani Group's market losses swell to over $100 billion as shelved share sale spooks investors 
3899,2023-02-02," Markets fall as financials, adani stocks weigh "
3900,2023-02-02, Opposition seeks to raise adani issue; Lok Sabha adjourned till 2pm 
3901,2023-02-02, adani's adversity raises the stakes for India and investors 
3902,2023-02-02, SBI has $2.6 billion of loans to Gautam adani 
3903,2023-02-02, Women's Premier League auction on February 13 in Mumbai 
3904,2023-02-02," Jo Johnson, brother of UK ex-PM, resigns as director of adani linked firm "
3905,2023-02-02, United Opposition plans to take on Govt in Parliament on adani issue 
3906,2023-02-02, When will the market recover? 
3907,2023-02-02," NSE, BSE put 3 adani Group companies under short-term additional surveillance measure "
3908,2023-02-02," Bullish on Budget, bearish on adani, sensex swings wild "
3909,2023-02-02," Markets fall as financials, adani stocks weigh "
3910,2023-02-02," adani scraps fully subscribed FPO, says going ahead ‘morally wrong’ "
3911,2023-02-02," What is Hindenburg Research, firm accusing Gautam adani of fraud? "
3912,2023-02-02, PM Modi holds meeting with Union ministers to discuss govt strategy in Parliament 
3913,2023-02-03, Bangladesh wants to rework Gautam adani pact 
3914,2023-02-03, Financials power rise in markets; adani stocks cap gains 
3915,2023-02-03," Exposure of SBI, LIC in adani firms no cause for concern: Finance secretary "
3916,2023-02-03," Is money deposited in NPS scheme invested in adani group, asks CM "
3917,2023-02-03, RBI asks large banks for info on exposure to adani Group 
3918,2023-02-03, BoJo’s bro quits as director of adani-linked company 
3919,2023-02-03," Money at stake, won’t keep quiet: Congress on adani issue "
3920,2023-02-03, Gautam adani says crediting his rise to PM Modi a 'baseless' allegation 
3921,2023-02-03," SBI, LIC exposure within permitted limits; markets well regulated: Nirmala Sitharaman on adani-Hindenburg row "
3922,2023-02-03, Government reviews adani Group's financial statements: Report 
3923,2023-02-03, adani probe: BRS MPs move motion 
3924,2023-02-03, adani-owned Women's Premier League team appoints Rachael Haynes as head coach 
3925,2023-02-03," ‘Growth numbers have upside potential, but unlikely to be as large in 2022-23’ "
3926,2023-02-03," Banking sector remains resilient and stable, says RBI "
3927,2023-02-03," Both Houses of Parliament stalled over adani controversy, joint opposition demands probe "
3928,2023-02-03," Nirmala Sitharaman assures investors, RBI says keeping vigil: Top developments in adani-Hindenburg row "
3929,2023-02-03," How adani crisis can hit India's growth story, Modi's image "
3930,2023-02-03," No pledging of Ambuja, ACC shares: adani Grp "
3931,2023-02-03, adani firms under additional surveillance mechanism (ASM) 
3932,2023-02-03, RBI asks large banks for information on exposure to adani Group 
3933,2023-02-03, Chargers clinch strong victory at Golf League 
3934,2023-02-03, Where are the markets heading? 
3935,2023-02-03," No pledging of Ambuja, ACC shares: adani Grp "
3936,2023-02-03," SBI, ITC, adani Enterprises, Marico and other stocks in news today "
3937,2023-02-03," Forward premiums reverse course on Indian rupee fall, bets of RBI absence "
3938,2023-02-03," adani rout continues, $107 billion M-cap wiped out in 6 sessions "
3939,2023-02-03, Gautam adani in talks with creditors to prepay share pledges to boost confidence 
3940,2023-02-03, adani speaks for first time since turmoil 
3941,2023-02-03, Lok Sabha adjourned amid Oppn's protests over adani issue 
3942,2023-02-03," Govt doesn't want discussion on issues it feels would embarrass it, claims Shashi Tharoor "
3943,2023-02-03, Moody's says adani stock plunge can hurt group's ability to raise debt 
3944,2023-02-03," adani rout continues, $107bn M-cap wiped out in 6 sessions "
3945,2023-02-03," Cong sharpens attack on govt over adani issue, asks state units to protest outside LIC, SBI offices on February 6 "
3946,2023-02-03," No pledging of Ambuja, ACC shares: adani Group "
3947,2023-02-03, Fitch says no immediate impact on adani ratings after Hindenburg report 
3948,2023-02-03, adani Enterprises to be dropped from Dow Jones sustainability indices 
3949,2023-02-03, S&P cuts two adani firms' rating to negative from stable 
3950,2023-02-03, Gautam adani stock rout continues as loan talks fail to ease concerns 
3951,2023-02-03," SBI's total exposure to adani Group at Rs 27,000 crore; none against shares "
3952,2023-02-03, adani global bonds enter distress zone 
3953,2023-02-03, Financials power rise in markets; adani stocks cap gains 
3954,2023-02-03, Gautam adani backers from New York to Tokyo dissect and limit exposure 
3955,2023-02-03, ‘Citi stops margin loans against adani securities’ 
3956,2023-02-04, Sensex gains 910pts as adani stocks stabilise 
3957,2023-02-04, Bonds rally on reports of move to prepay loans 
3958,2023-02-04," Exposure to adani coswithin RBI limit: SBI, BoB "
3959,2023-02-04, Sensex gains 910pts as adani stocks stabilise 
3960,2023-02-04, adani Group's FPO withdrawal will not impact global image of India's economy: Finance minister Nirmala Sitharaman 
3961,2023-02-04, Total: No revaluation of stake in adani JVs 
3962,2023-02-04, adani's rise mirrored India's. Will the fall start now? 
3963,2023-02-04," For second day, Parliament paralysed over adani row "
3964,2023-02-04, Inside the 19-hour meltdown that junked Gautam adani's share sale 
3965,2023-02-04, State tracking developments in adani crisis: Firhad 
3966,2023-02-04, Volatility comes despite surveillance measures 
3967,2023-02-04, How Gautam adani selloff stacks up against the biggest stock collapses 
3968,2023-02-04, Opposition parties running away from discussion in Parliament: Union minister Anurag Thakur 
3969,2023-02-04, adani bondholders turn to advisers as crisis engulfs Indian firm 
3970,2023-02-04, Volatility comes despite surveillance measures 
3971,2023-02-04, Congress lashes out at Narendra Modi govt over Gautam adani issue 
3972,2023-02-04, All govt houses to have piped natural gas in 2 years: UT adviserDharam Pal 
3973,2023-02-04," In 1st rating action, S&P cuts outlook on 2 adani cos to -ve "
3974,2023-02-04," In 1st rating action, S&P cuts outlook on 2 adani companies to negative "
3975,2023-02-04," adani row: Indian regulators are very competent to handle the situation, says Piyush Goyal "
3976,2023-02-04," Exposure to adani cos within RBI limit: SBI, BoB "
3977,2023-02-04, Measures in place to address excessive volatility: Sebi amid adani issue 
3978,2023-02-04, adani stocks see some recovery 
3979,2023-02-05, adani saga enters third week as officials jump in to calm nerves 
3980,2023-02-05," KCR calls for govt of farmers, says water 'wars' between states being encouraged; slams Centre over coal import and 'love' for adani "
3981,2023-02-05, Allegations against Gautum adani should be looked into: CM Nitish Kumar 
3982,2023-02-05, Indian regulators competent to handle adani issue: Goyal 
3983,2023-02-05," Indian regulators competent, can handle adani row: Union minister for commerce industries Piyush Goyal "
3984,2023-02-05," adani issue: Investors' money safe in LIC, claim union leaders urging Congress to call off protest "
3985,2023-02-05, MoUs worth Rs 22 lakh crore signed ahead of Global Investors Summit in UP 
3986,2023-02-05," Indian markets less volatile than global peers, says Sebi "
3987,2023-02-05, No impact of adani FPO cancellation on economy: Union finance minister Nirmala Sitharaman 
3988,2023-02-05, Himachal Pradesh government to take legal action if adani doesn't reopen 2 plants 
3989,2023-02-05," Modi, his govt cannot hide from questions saying 'Hum adani Ke Hain Kaun': Congress "
3990,2023-02-05, How India Inc can survive a Hindenburg attack 
3991,2023-02-05, adani FPO scrapping won’t impact economy: Union finance minister Nirmala Sitharaman 
3992,2023-02-05," Indian market less volatile than global peers, says Sebi "
3993,2023-02-05," adani Group crisis: Regulators should always be on their toes to keep markets stable; no impact on India's image, says finance minister Nirmala Sitharaman "
3994,2023-02-06," adani given no favour, opposition is being hypocritical, says Union finance minister Nirmala Sitharaman "
3995,2023-02-06," Congress brings nationwide anti-adani protest to Goa, wants probe in ‘scam’ "
3996,2023-02-06," adani Enterprises, Tata Steel, SBI, IndiGo and other stocks in news today "
3997,2023-02-06," Regulators should act, on time and to keep markets stable: FM "
3998,2023-02-06, Jammu and Kashmir unit of Congress holds protest over adani-Hindenburg row and eviction drive 
3999,2023-02-06," Kotak, Mahindra bat for Indian economy "
4000,2023-02-06," JMM requests SC to probe adani issue, questions BJP govt's silence "
4001,2023-02-06, Mamata Banerjee may have received instructions to keep mum on adani crisis: Congress leader Adhir Chowdhury 
4002,2023-02-06," adani crisis: IYC holds protest at Jantar Mantar, demands JPC probe "
4003,2023-02-06, Markets regulator seeks beneficial ownership details of foreign investors: Report 
4004,2023-02-06, It’s tough to short Gautam adani stocks listed in India. Here’s why 
4005,2023-02-06," Hum adani ke Hain Kaun: Congress targets PM Modi over Hindenburg report, minister hits back "
4006,2023-02-06, How will BJP prevent adani crisis from hitting Modi's image? 
4007,2023-02-06, Both Houses of Parliament adjourned till Tuesday 
4008,2023-02-06, adani Enterprises share price has 40% more downside: NYU professor Aswath Damodaran 
4009,2023-02-06," Investors’ money safe in LIC, claim union leaders, ask Ludhiana Congress to call off protest "
4010,2023-02-06, How will BJP prevent adani crisis from hitting Modi's image? 
4011,2023-02-06, What will Hindenberg earn from Indian markets? Nothing... 
4012,2023-02-06, Budget a 'silent strike' on poor by Modi govt: Sonia Gandhi 
4013,2023-02-06," adani row: Opposition protests outside Parliament, demands JPC probe "
4014,2023-02-06," Markets fall on Fed rate-hike fears, adani uncertainty "
4015,2023-02-06, Majority of adani group firms end lower; group companies combined mcap dips by Rs 9.5 lakh crore 
4016,2023-02-06," Power supply from adani plant as scheduled, says Bangladesh minister "
4017,2023-02-06, adani Transmission net profit up nearly 73% to Rs 478 crore in Q3 
4018,2023-02-06, It's tough to short adani stocks listed in India. Here's why 
4019,2023-02-06, adani row: Cong to stage statewide stir outside LIC and SBI offices today 
4020,2023-02-06, Centre trying its best to avoid discussion in Parliament on adani rout: Rahul Gandhi 
4021,2023-02-06, Arappor Iyakkam wants probe into coal deal involving adani Group 
4022,2023-02-06, adani Group stocks fall further in morning trade 
4023,2023-02-06, Reliance showcases hydrogen-run truck at India Energy Week 
4024,2023-02-06, adani founders prepay $1.1 billion loans in bid to stem stock rout 
4025,2023-02-06, adani stock rout enters third week as flagship shelves bond sale 
4026,2023-02-06, Explainer: How big is LIC's and SBI's business with Gautam adani? 
4027,2023-02-07, Congress MP Rahul Gandhi rakes up adani issue in Parliament; BJP hits back 
4028,2023-02-07," adani Group’s mcap nearly halves, drops below ₹10 lakh crore "
4029,2023-02-07, Lawyer moves SC to gag media from carrying reports on adani firms unless filed with and verified by SEBI 
4030,2023-02-07," APSEZ Q3 net profit declines 12.94% to Rs 1,336.51 crore "
4031,2023-02-07, This man 'topi-pehnau-ed' this wonderful nation: Mahua Moitra on adani in Lok Sabha 
4032,2023-02-07," Cong stages protests against BJP, adani group "
4033,2023-02-07," Cong stages stir against adani, Modi in 24 dists "
4034,2023-02-07, Gautam adani prepays loans of $1.1 billion to release pledged group company shares 
4035,2023-02-07, adani Group mulls independent review after short-seller's criticism 
4036,2023-02-07, Most adani group companies rise in morning trade 
4037,2023-02-07, adani prepays loans of $1.1 billion to release pledged group companies shares 
4038,2023-02-07, Kavitha demands JPC probe into adani group’s stock fall 
4039,2023-02-07," Despite stupendous win on adani, India short-selling boom unlikely "
4040,2023-02-07, Shiv Sena (UBT) objects to Gautam adani's son Karan adani on Maharashtra EAC 
4041,2023-02-07, adani still eligible to be part of influential JPMorgan bond indexes 
4042,2023-02-07, adani Enterprises shares rocket 20% 
4043,2023-02-07," adani Group’s mcap nearly halves, drops below ₹10L cr "
4044,2023-02-07, Rahul Gandhi questions surge in adani's fortunes under Modi govt 
4045,2023-02-07, Moody’s sees limited risks from Gautam adani exposure of Indian banks 
4046,2023-02-07," Sensex, Nifty decline for 2nd day on selling in FMCG, steel stocks "
4047,2023-02-07," adani Ports, Tata Steel, Bharti Airtel and other stocks in news today "
4048,2023-02-07," 'Concern over debt on adani, but the Indian market remains very strong' "
4049,2023-02-07, AAP protest against adani group 
4050,2023-02-07, adani group share clues can be seen in surging options market 
4051,2023-02-07, NSE lowers price band on two adani firms 
4052,2023-02-07," I want discussion so that truth can come out, but govt doesn’t: Rahul Gandhi "
4053,2023-02-07, Congress stages statewide protests for probe in adani-Hindenburg row 
4054,2023-02-07, Rupee slides 89 paise to 82.73/$ in biggest fall in four months 
4055,2023-02-07," Congress, NCP in Mumbai seek JPC probe into Hindenburg report "
4056,2023-02-07," 200 Congress workers protest against adani group, detained in Guwahati "
4057,2023-02-07, adani stock rout pauses as traders watch earnings for more cues 
4058,2023-02-07, Cong protests near SBI head office in Sec 17 
4059,2023-02-07, Congress hits streets over PM’s silence on adani 
4060,2023-02-07, adani-Hindenburg row: Why attempts to calm spooked investors don't seem to be working 
4061,2023-02-07, Congress hits streets over ‘PM’s silence’ on adani 
4062,2023-02-07, Congress leaders in Bihar stage protest over adani’s issue 
4063,2023-02-07," Indian banks' exposure to adani group ""insufficient"" to pose credit risk: Fitch "
4064,2023-02-07," Indian banks' exposure to adani group ""insufficient"" to pose credit risk: Fitch "
4065,2023-02-07," Congress stages demonstration outside SBI, LIC offices across Rajasthan over adani crisis "
4066,2023-02-08, adani Power adopts new fire alert system at its Tiroda plant: What is it 
4067,2023-02-08, TMC demands SC-monitored probe into allegations against adani group; BJP hits back 
4068,2023-02-08," adani Power, Ambuja Cements, Cummins India and other stocks in news today "
4069,2023-02-08," adani Ports, NDTV’s profit slips, Green & Ambuja’s up "
4070,2023-02-08, adani ports mulls repaying $605 million debt to calm investors 
4071,2023-02-08," Are adani stocks still expensive, or a good bargain? "
4072,2023-02-08," Rahul Gandhi attacks 'crony capitalism', BJP hits back with 'Congress graft' "
4073,2023-02-08, LIC ‘exposure’ in adani firms less than 1% of AUM: Minister Bhagwat Karad 
4074,2023-02-08," Sensex rebounds 377 points, Nifty closes above 17,850 as RBI slows down rate hike "
4075,2023-02-08," adani Ports to pay off Rs 5,000 crore debt; to cut capex "
4076,2023-02-08, Maharashtra govt to issue Government Resolution soon awarding the Dharavi redevelopment project to adani Group 
4077,2023-02-08, Cybercrooks con five using lure of adani Wilmar dealerships in Ahmedabad 
4078,2023-02-08," adani Ports to pay off debt worth Rs 5,000 crore, will cut capex "
4079,2023-02-08," Low risks for lenders, for now: Moody’s, Fitch "
4080,2023-02-08," Congress too has adani ties, favoured some corporates: BJP "
4081,2023-02-08," After losing ₹1L cr+ mcap on avg in 8 sessions, adani stocks surge "
4082,2023-02-08, Govt has failed to provide jobs or to bring back black money: Opposition 
4083,2023-02-08," adani Ports, NDTV’s profit slips, Green & Ambuja’s up "
4084,2023-02-08, France's Total puts hydrogen partnership with adani on hold for now 
4085,2023-02-08," adani Group, truckers fail to agree on freight rates "
4086,2023-02-08," Amid adani Group developments, RBI chief says Indian banking system stronger, larger to be impacted by 'case like this' "
4087,2023-02-08," adani Group-truck union logjam still on, cement plants remain shut in Himachal Pradesh "
4088,2023-02-08, Budget session: Opposition disrupt PM's speech with sloganeering 
4089,2023-02-08," Low risks for lenders, for now: Moody’s, Fitch "
4090,2023-02-08, Power lines: APDR to serve petition copy to adani firm 
4091,2023-02-08, adani group shares extend gain as traders await earnings reports 
4092,2023-02-08, Most adani Group firms rise; adani Enterprises jumps 13% 
4093,2023-02-08," After losing Rs 1L crore mcap on average in 8 sessions, adani stocks surge "
4094,2023-02-08, PM Modi trying to protect adani & I understand why: Rahul Gandhi 
4095,2023-02-08, adani Green Energy Q3 profit more than doubles to Rs 103 crore on strong demand 
4096,2023-02-08, adani Wilmar Q3 net profit rises 15% to Rs 246.11 crore 
4097,2023-02-08, adani Power Q3 profit plunges 96% to Rs 9 crore 
4098,2023-02-08, adani stock rebound accelerates amid steps to ease debt concerns 
4099,2023-02-08, What Indian investors say about Gautam adani-Hindenburg saga 
4100,2023-02-08, PM Modi should nationalise all assets of adani Group and then auction it for sale: Subramanian Swamy 
4101,2023-02-08, PM Modi's speech in Lok Sabha: Key quotes 
4102,2023-02-08, Democracy was 'cremated' in Lok Sabha: Congress on expunging of Rahul Gandhi's remarks 
4103,2023-02-09, Explained: What is free float and how does it impact stock movement 
4104,2023-02-09, adani goes ahead with infra projects around Tvm airport 
4105,2023-02-09," Goyal, Nirmala counter Kharge, say no role in share market calculations "
4106,2023-02-09, Lies can’t breach shield of 140 crore Indians: PM Modi 
4107,2023-02-09," adani Power Q3 net dives 96%, Wilmar sees 16% rise "
4108,2023-02-09, Withhold GR giving Dharavi revamp project to adani: Congress 
4109,2023-02-09, Supreme Court to hear plea seeking probe into Hindenburg Research report on adani firms 
4110,2023-02-09, Hedge funds hunting for Gautam adani bargains are using this playbook 
4111,2023-02-09, Events in one group won’t hit Indian banks: RBI governor 
4112,2023-02-09, Is your mutual fund exposed to adani? Here are the list 
4113,2023-02-09, adani Total Gas Q3 profit rises on price hikes 
4114,2023-02-09, MSCI quarterly rejig: Check out stocks that may be included & likely inflows 
4115,2023-02-09," LIC chairman says, will meet adani Group top management soon "
4116,2023-02-09," adani Enterprises up 2X in 3 days, group’s mcap tops Rs 10 lakh crore "
4117,2023-02-09, Himachal Pradesh excise department inspects adani Group company warehouse in Parwanoo 
4118,2023-02-09," adani Power Q3 net dives 96%, Wilmar sees 16% rise "
4119,2023-02-09," Congress claims crony capitalism, Dhankhar says provide proof "
4120,2023-02-09," Some of Rahul Gandhi's remarks expunged, Congress protests ‘death of democracy’ "
4121,2023-02-09, adani Group companies see ESG ratings cut by Sustainalytics 
4122,2023-02-09, Gautam adani group to prepay $500 million loan as banks balk to refinance 
4123,2023-02-09, PM is accountable to people: Kavitha 
4124,2023-02-09," Congress slowed India's progress, country lost 6 decades: PM Modi's broadside at grand old party amid opposition sloganeering in Rajya Sabha "
4125,2023-02-09, Here's how much exposure mutual funds have to adani stocks 
4126,2023-02-09, Gautam adani group stocks slide after MSCI says reviewing free float 
4127,2023-02-09, AAP adds to clamour against adani Group 
4128,2023-02-09, PM Modi's speech in Rajya Sabha: Key quotes 
4129,2023-02-09, Rahul has a problem with growth of Indian businesses: Ravi Shankar Prasad 
4130,2023-02-09," adani Ent up 2X in 3 days, group’s mcap tops Rs 10L cr "
4131,2023-02-09," 5 lessons we all, including govt, can learn from adani crisis "
4132,2023-02-09, Norway wealth fund has sold its stakes in adani companies 
4133,2023-02-09, What if MSCI reduces adani Group’s free float? 
4134,2023-02-09," adani Enterprises up 2X in 3 days, group’s mcap tops Rs 10 lakh crore "
4135,2023-02-09," Sensex, Nifty clock gains for 2nd day "
4136,2023-02-09," Budget inflated, no answers on funding schemes in Telangana: Congress "
4137,2023-02-09, PM is accountable to people: Kalvakuntla Kavitha 
4138,2023-02-09, Sebi eyes new rules for listed bonds 
4139,2023-02-09, Importing coal via RSR illogical: AAP 
4140,2023-02-09, Could JPC be formed on your Louis Vuitton scarf: Piyush Goyal takes jibe at Kharge 
4141,2023-02-09, How will the market perform during this period of uncertainty? 
4142,2023-02-09, Why Mallikarjun Kharge could not do a Rahul Gandhi on adani in Rajya Sabha 
4143,2023-02-10, 'adani group hires US legal firm Wachtell in fight against Hindenburg Research' 
4144,2023-02-10, Why Sebi must know about investors adani claims not to 
4145,2023-02-10, No plan to exit adani stocks: LIC chairman 
4146,2023-02-10," MSCI Review: adani Group Stocks, Bank of Baroda, CG Power, and Biocon in Focus "
4147,2023-02-10, Norway wealth fund completes adani stake sale 
4148,2023-02-10, No plan to exit adani stocks: LIC chairman 
4149,2023-02-10, CPM general secretary Sitaram Yechury hits out at PM Modi over adani 
4150,2023-02-10," Why Sebi, and not adani, must know about investors "
4151,2023-02-10, MSCI index’s rejig for adani stocks triggers fresh selloff 
4152,2023-02-10, Excise department checks adani warehouse in Parwanoo 
4153,2023-02-10," Moody's downgrades some adani units, MSCI cuts weightage as concerns grow "
4154,2023-02-10, Congress member’s adjournment motion disallowed 
4155,2023-02-10, MSCI index’s rejig for adani stocks triggers fresh selloff 
4156,2023-02-10, DMK questions PM’s claim about enjoying support of 144 crore people 
4157,2023-02-10," Mahindra and Mahindra, Zomato, adani Gas and other stocks in news today "
4158,2023-02-10," adani stock crash: Hold Sebi accountable, says Congress "
4159,2023-02-10, adani Group hires US law firm in fight against Hindenburg: Report 
4160,2023-02-10, MSCI cuts some Gautam adani group companies' free-float designations 
4161,2023-02-10, adani rout hits $120 billion as MSCI move raises outflow concern 
4162,2023-02-10, People don't buy insurance for tax purposes anymore: M R Kumar 
4163,2023-02-10, Norway wealth fund completes adani stake sale 
4164,2023-02-10, Explained: Why adani was forced to prepay $1.1bn 
4165,2023-02-10, Most adani Group stocks slide in morning trade; adani Enterprises falls 10% 
4166,2023-02-10, No plan to exit adani stocks: LIC chairman 
4167,2023-02-10, Norway wealth fund completes adani stake sale 
4168,2023-02-10, Gautam adani stocks remain in MSCI indexes after quarterly review 
4169,2023-02-10," Moody's downgrades some adani units, MSCI cuts weightage as concerns grow "
4170,2023-02-10, Sebi probes adani's links to investors amid Hindenburg allegations 
4171,2023-02-10, SC seeks Sebi's response on petitions related to Hindenburg report on adani Group by February 13 
4172,2023-02-10, adani row: Supreme Court to hear pleas for Hindenburg probe today 
4173,2023-02-10," ""Why Rahul cannot defeat BJP by attacking Modi alone"" "
4174,2023-02-11, adani hires top NYC law firm: Report 
4175,2023-02-11, New tax regime to benefit middle class; leave more money in their hands: Nirmala Sitharaman 
4176,2023-02-11, How can investors be shielded from adani-type volatility: Supreme Court 
4177,2023-02-11, US index major MSCI lowers weightage of 4 adani stocks 
4178,2023-02-11, adani hires top New York law firm: Report 
4179,2023-02-11, How can investors be shielded from adani-type volatility: Supreme Court 
4180,2023-02-11, Mallikarjun Kharge criticises editing of his speech 
4181,2023-02-11, RJD for JPC probe into adani-Hindenburg row 
4182,2023-02-11, Moody’s revises outlook on four adani entities to negative 
4183,2023-02-11, RBI on its toes as always: Sitharaman on adani-Hindenburg issue 
4184,2023-02-11, Green energy allocations not made with any biz house in mind: Nirmala 
4185,2023-02-11, Explainer: How MSCI indices influence FPI stock moves 
4186,2023-02-11, Why Indian economy has nothing to fear from adani crash 
4187,2023-02-11, Moody’s cuts outlook for 4 adani cos to negative 
4188,2023-02-11, adani hires top NYC law firm: Report 
4189,2023-02-12, adani Group firms pledge more shares for SBI 
4190,2023-02-12, Congress cites seaport sector to attack govt on adani row 
4191,2023-02-12, adani imbroglio: Are Parliament’s debate norms changing? 
